
"The Magic (The Secret, #3)"	Rhonda Byrne	4.14	7550	1358271749s/13237327	13237327-the-magic

"Survival (Island, #2)"	Gordon Korman	3.85	2876	1360057554s/24049	24049.Survival

"Home Comfort: Stories and Scenes of Life on Total Loss Farm,"	Richard Wizansky	4.1	21	1441635420s/61168	61168.Home_Comfort

"The Midnight Disease: The Drive to Write, Writer's Block, and the Creative Brain"	Alice W. Flaherty	3.89	568	1438729400s/354712	354712.The_Midnight_Disease

"The Hammer and the Cross (Hammer and the Cross, #1)"	Harry Harrison	4	866	1312042724s/710830	710830.The_Hammer_and_the_Cross

"The Eagle Has Landed (Liam Devlin, #1)"	Jack Higgins	4.13	38098	1347958282s/295961	295961.The_Eagle_Has_Landed

"Glass Sword (Red Queen, #2)"	Victoria Aveyard	4.04	25653	1436460934s/23174274	23174274-glass-sword

The Mirror Image Ghost	Catherine Storr	3.45	40	1175619427s/536350	536350.The_Mirror_Image_Ghost

"The Sterkarm Handshake (Sterkarm, #1)"	Susan Price	3.72	520	1323610731s/473067	473067.The_Sterkarm_Handshake

The March	E.L. Doctorow	3.77	7499	1404422276s/24914	24914.The_March

"The Spellman Files (The Spellmans, #1)"	Lisa Lutz	3.88	25175	1347521714s/129117	129117.The_Spellman_Files

"í´Œí‚Œí´Œí‚í¢ í´Œí‚éí´Œí‚í¢í´Œí‚íÇí´Œí‚éí´Œí‚éí´Œ«éíïŒí´Œí‚Œµí´Œ«í‚Œí´Œ«éíïéí´Œí‚éí´Œí‚Œ: í´Œí‚éí´Œí‚Œí´Œ«í‚Œí´Œ«í‚Œí´Œí‚éí´Œí‚Œí´Œí‚Êí´Œ«éíïé, í´Œ«í‚Œí´Œ«í‚Œí´Œ«í‚Œí´Œí‚Œµ"	Ryí´ä‰åí‚äóÁnosuke Akutagawa	4.21	590	0	2171148._

"The Secret of Shadow Ranch (Nancy Drew, #5)"	Carolyn Keene	3.91	12057	1183331098s/101001	101001.The_Secret_of_Shadow_Ranch

"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)"	H.P. Mallory	3.86	12934	1329352960s/8542839	8542839-fire-burn-and-cauldron-bubble

"Blind Fury (Anna Travis, #6)"	Lynda La Plante	3.88	1477	1277900174s/8521767	8521767-blind-fury

"108 Bhakti Kisses, The Ecstatic Poetry of a Modern Day Gopi"	Sonya Ki Tomlinson	4.5	6	1388379551s/20340808	20340808-108-bhakti-kisses-the-ecstatic-poetry-of-a-modern-day-gopi

The Secret Lives of Monsters and Legends	Ben Muircroft	4.33	111	1449539175s/28120671	28120671-the-secret-lives-of-monsters-and-legends

"Bond of Darkness (Texas Vampires, #3)"	Diane Whiteside	3.72	162	1436622116s/3003723	3003723-bond-of-darkness

"Sunborn (Chaos Chronicles, #4)"	Jeffrey A. Carver	3.89	318	1442221267s/3728976	3728976-sunborn

"Lost Covenant (Widdershins Adventures, #3)"	Ari Marmell	3.79	499	1363836990s/17568822	17568822-lost-covenant

Memories of Emanon	Shinji Kajio	4.14	269	1275261873s/8343372	8343372-memories-of-emanon

"Prince of Dreams (Val Cache, #2)"	Susan Krinard	3.54	226	1333578775s/1103976	1103976.Prince_of_Dreams

"There Were Giants Upon the Earth: Gods, Demigods & Human Ancestry: The Evidence of Alien DNA"	Zecharia Sitchin	3.91	293	1388178555s/7943089	7943089-there-were-giants-upon-the-earth

"The Riddle (The Books of Pellinor, #2)"	Alison Croggon	4.09	16820	1360170670s/393145	393145.The_Riddle

"Juliet Immortal (Juliet Immortal, #1)"	Stacey Jay	3.57	9083	1358273112s/9972882	9972882-juliet-immortal

"Lovely Vicious (Lovely Vicious, #1)"	Sara Wolf	4.14	9033	1381350141s/18657517	18657517-lovely-vicious

Blanca Olmedo	Lucila Gamero de Medina	4.16	187	1284841456s/9338051	9338051-blanca-olmedo

"Prophet (Books of the Infinite, #1)"	R.J. Larson	4.1	1233	1436547049s/11823941	11823941-prophet

"The Four Swans (Poldark, #6)"	Winston Graham	4.21	1421	1411927327s/2035356	2035356.The_Four_Swans

"The Last Thing I Remember (The Homelanders, #1)"	Andrew Klavan	3.99	5213	1442036225s/6002005	6002005-the-last-thing-i-remember

"The Clue of the Leaning Chimney (Nancy Drew Mystery Stories, #26)"	Carolyn Keene	3.87	4680	1459458542s/631106	631106.The_Clue_of_the_Leaning_Chimney

Tim Burton's The Nightmare Before Christmas	Tim Burton	4.51	2495	1447575752s/27832513	27832513-tim-burton-s-the-nightmare-before-christmas

"O Pioneers! (Great Plains Trilogy, #1)"	Willa Cather	3.82	29534	1388956566s/140963	140963.O_Pioneers_

"Basil of Baker Street (Basil of Baker Street, #1)"	Eve Titus	3.89	816	1327947545s/1005680	1005680.Basil_of_Baker_Street

"Resist (Songs of Submission, #6)"	C.D. Reiss	4.32	6655	1375827530s/17909622	17909622-resist

"Conan the Unconquered (Conan, #3)"	Robert Jordan	3.78	612	1285271512s/1738684	1738684.Conan_the_Unconquered

"Memory of Memories (Glass Darkly, #1)"	Serenity McLean	4.29	63	1434013159s/25707600	25707600-memory-of-memories

"The Wedding (Lairds' Fiancées, #2)"	Julie Garwood	4.19	19938	1295998049s/107778	107778.The_Wedding

"Amphigorey (Amphigorey, #1)"	Edward Gorey	4.1	24268	1327649608s/47559	47559.Amphigorey

"Knight & Stay (Knight, #2)"	Kitty French	4.2	17058	1361513650s/16704759	16704759-knight-stay

"Shadow of the Wolf (Heart's Desire, #1)"	Dana Marie Bell	3.87	1805	1255353201s/6971201	6971201-shadow-of-the-wolf

"Burn for Me (Fighting Fire, #1)"	Lauren Blakely	3.7	3371	1401150256s/22340372	22340372-burn-for-me

"Middle School: The Worst Years of My Life (Midde School, #1)"	James Patterson	3.99	11612	1388184921s/9798177	9798177-middle-school

"Smart, Sexy and Secretive (The Reed Brothers, #2)"	Tammy Falkner	4.25	13026	1374893853s/18212796	18212796-smart-sexy-and-secretive

Cherries Over Quicksand Romance Secrets Laughter Wit Timely Tales	Rhonda Ricardo	5	4	1330631486s/12054572	12054572-cherries-over-quicksand-romance-secrets-laughter-wit-timely-tales

"Rock n Roll Promises (Rock n Roll Paraphantasy, #1)"	AmBear Shellea	3.82	99	1370977813s/18068668	18068668-rock-n-roll-promises

"Child of Flame (Crown of Stars, #4)"	Kate Elliott	3.81	3228	1441151505s/181494	181494.Child_of_Flame

"Syren (Septimus Heap, #5)"	Angie Sage	4.09	23407	1327949203s/4935682	4935682-syren

"Exile's Song (Darkover, #24)"	Marion Zimmer Bradley	4.01	2203	1389152063s/281573	281573.Exile_s_Song

"Awaken (Awaken, #1)"	Katie Kacvinsky	3.89	12554	1311474171s/8665876	8665876-awaken

The Life of Charlotte Brontë	Elizabeth Gaskell	3.87	4722	1168239259s/31171	31171.The_Life_of_Charlotte_Bront_

"The Last Stormdancer (The Lotus War, #0.6)"	Jay Kristoff	4.07	246	1372144328s/18129100	18129100-the-last-stormdancer

"Battle Angel Alita, Volume 08: Fallen Angel"	Yukito Kishiro	4.31	1012	1347787283s/345163	345163.Battle_Angel_Alita_Volume_08

"Stars Above (The Lunar Chronicles, #4.5)"	Marissa Meyer	4.37	11400	1454218576s/25689074	25689074-stars-above

"The Message in the Hollow Oak (Nancy Drew, #12)"	Carolyn Keene	3.84	7094	1425317798s/631097	631097.The_Message_in_the_Hollow_Oak

"Oculus (A Crisis of Two Worlds, #2)"	Michael Offutt	4.29	28	1370101161s/16004018	16004018-oculus

The World God Only Knows 15	Tamiki Wakaki	4.35	121	1350213732s/16085253	16085253-the-world-god-only-knows-15

"Eyeshield 21, Vol. 2: The False Hero"	Riichiro Inagaki	4.27	475	1348790909s/1114382	1114382.Eyeshield_21_Vol_2

"White Knight Dom Academy (White Knight Dom Academy, #1)"	Lucian Bane	4.7	232	1419361477s/23494875	23494875-white-knight-dom-academy

"Demons of the Ocean (Vampirates, #1)"	Justin Somper	3.84	7034	1255656475s/723801	723801.Demons_of_the_Ocean

Ella Enchanted	Gail Carson Levine	3.96	313133	1410727190s/24337	24337.Ella_Enchanted

"Brass Man (Agent Cormac, #3)"	Neal Asher	4.09	4139	1406636599s/414091	414091.Brass_Man

"Shattered Mirror (Den of Shadows, #3)"	Amelia Atwater-Rhodes	4.03	8699	1390074991s/30336	30336.Shattered_Mirror

Little Altars Everywhere	Rebecca Wells	3.54	25276	1428535264s/6697	6697.Little_Altars_Everywhere

"The Name of the Wind (The Kingkiller Chronicle, #1)"	Patrick Rothfuss	4.55	338598	1364083048s/2913377	2913377-the-name-of-the-wind

Better Than Sex: Confessions of a Political Junkie	Hunter S. Thompson	3.75	3972	1430536063s/18865	18865.Better_Than_Sex

"The Tao of Health, Sex, and Longevity: A Modern Practical Guide to the Ancient Way"	Daniel P. Reid	4.21	374	1427205074s/82184	82184.The_Tao_of_Health_Sex_and_Longevity

"Zitronentagetes (St. Elwine, #3)"	Britta Orlowski	4.67	6	1378712479s/18468370	18468370-zitronentagetes

"Death Sworn (Death Sworn, #1)"	Leah Cypess	3.62	5002	1372091946s/13549218	13549218-death-sworn

"The Rise of Nine (Lorien Legacies, #3)"	Pittacus Lore	4.23	59317	1331740153s/12971616	12971616-the-rise-of-nine

"More Than 4 Admirers Reloaded: The Threat to a Legacy (Time Will Reveal short Story, #1)"	Black Coffee	4.55	11	1375744222s/12467867	12467867-more-than-4-admirers-reloaded

"Anna Dressed in Blood (Anna, #1)"	Kendare Blake	3.97	67768	1398637405s/9378297	9378297-anna-dressed-in-blood

"The House at Pooh Corner (Winnie-the-Pooh, #2)"	A.A. Milne	4.35	67368	1348195621s/776407	776407.The_House_at_Pooh_Corner

Growing Deep With God: Integrating Theology And Prayer	Edmund Chan	4.37	43	1342444413s/1881256	1881256.Growing_Deep_With_God

The Secret Teachings of All Ages	Manly P. Hall	4.42	2314	1442280709s/183683	183683.The_Secret_Teachings_of_All_Ages

"The Secret Warning (Hardy Boys, #17)"	Franklin W. Dixon	3.74	1611	1403820500s/76973	76973.The_Secret_Warning

"Take Four (Above the Line, #4)"	Karen Kingsbury	4.3	3971	1442461164s/7306261	7306261-take-four

"The Mirror of Merlin (The Lost Years of Merlin, #4)"	T.A. Barron	4.05	7153	1389381796s/18394	18394.The_Mirror_of_Merlin

"Options: The Secret Life of Steve Jobs, A Parody"	Daniel Lyons	3.68	365	1442080198s/1110713	1110713.Options

"When Rain Falls (Victory Gospel Series, #1)"	Tyora Moody	4.43	111	1310256852s/11822403	11822403-when-rain-falls

"Gingerbread (Cyd Charisse, #1)"	Rachel Cohn	3.62	9528	1167922762s/28106	28106.Gingerbread

"Beneath and Beyond (Blackwater Pond, #1)"	David Stricklen	4.32	22	1346162391s/15853961	15853961-beneath-and-beyond

"Avatar: The Last Airbender: The Rift, Part 3 (The Rift, #3)"	Gene Luen Yang	4.24	1270	1396235420s/21532198	21532198-avatar

"Hot Item (Hot Zone, #3)"	Carly Phillips	3.98	4505	1388663496s/22162	22162.Hot_Item

"Peace Talks (The Dresden Files, #16)"	Jim Butcher	4.51	303	0	22249640-peace-talks

"Amulet, Vol. 2: The Stonekeeper's Curse (Amulet, #2)"	Kazu Kibuishi	4.32	17458	1420153715s/6277410	6277410-amulet-vol-2

"The Spark: The 28-Day Breakthrough Plan for Losing Weight, Getting Fit, and Transforming Your Life"	Chris Downie	3.69	1149	1328768948s/6921303	6921303-the-spark

"The Last Watch (Watch, #4)"	Sergei Lukyanenko	4.1	9521	1388207779s/2192092	2192092.The_Last_Watch

"Ice Planet Barbarians (Ice Planet Barbarians, #1)"	Ruby Dixon	3.87	3373	1450935724s/25128811	25128811-ice-planet-barbarians

"Warrior's Refuge (Manga Warriors: Graystripe, #2)"	Erin Hunter	4.08	4503	1347708203s/1348468	1348468.Warrior_s_Refuge

"Nicolae (Left Behind, #3)"	Tim LaHaye	3.94	27364	1433068715s/27528	27528.Nicolae

"Kingdoms and Conquerors (Tennis Shoes, #10)"	Chris Heimerdinger	4.22	2953	1424904564s/420317	420317.Kingdoms_and_Conquerors

"Drawing Down the Moon: Witches, Druids, Goddess-Worshippers, and Other Pagans in America"	Margot Adler	4.01	5729	1388286986s/12724	12724.Drawing_Down_the_Moon

"Illuminae (The Illuminae Files, #1)"	Amie Kaufman	4.31	16730	1443433956s/23395680	23395680-illuminae

"Normal for Norfolk (The Thelonious T. Bear Chronicles, #1)"	Mitzi Szereto	3.59	17	1394254455s/15771855	15771855-normal-for-norfolk

The Duck Springs Affair	John Isaac Jones	4.45	31	1436095008s/25852507	25852507-the-duck-springs-affair

"Circus of the Damned (Anita Blake, Vampire Hunter, #3)"	Laurell K. Hamilton	4.16	76144	1388183340s/30274	30274.Circus_of_the_Damned

"Les vacances du petit Nicolas (Le petit Nicolas, #3)"	René Goscinny	4.22	2557	1172183289s/146966	146966.Les_vacances_du_petit_Nicolas

"Le Chant des flammes (Le Vent de feu, #3)"	William Nicholson	4	7576	1327677207s/3031736	3031736-le-chant-des-flammes

"Halo of the Sun (Timeless, #5)"	Laura Kreitzer	4.64	22	1408900950s/9792034	9792034-halo-of-the-sun

"Die Stadt der Trí´íéí‚éumenden Bíécher (Zamonien, #4)"	Walter Moers	4.32	10049	1184189361s/1491113	1491113.Die_Stadt_der_Tr_umenden_B_cher

"Assassin's Apprentice (Farseer Trilogy, #1)"	Robin Hobb	4.12	134057	1320339497s/45107	45107.Assassin_s_Apprentice

"El juego del ángel (El cementerio de los libros olvidados, #2)"	Carlos Ruiz Zafín	3.83	63099	1368196151s/17906284	17906284-el-juego-del-ngel

"Unnatural History (Pax Britannia, #1)"	Jonathan Green	3.39	374	1348635835s/580446	580446.Unnatural_History

The Black Sheep	Susan Fox	3.7	84	1455126973s/9009787	9009787-the-black-sheep

"Across the Nightingale Floor (Tales of the Otori, #1)"	Lian Hearn	4.05	25110	1438630231s/77160	77160.Across_the_Nightingale_Floor

"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)"	A.N. Roquelaure	3.28	39437	1426861432s/26582	26582.The_Claiming_of_Sleeping_Beauty

"My Drunk Kitchen: A Guide to Eating, Drinking, and Going with Your Gut"	Hannah Hart	4.02	5308	1391181521s/18707788	18707788-my-drunk-kitchen

"A Betrayal in Winter (Long Price Quartet, #2)"	Daniel Abraham	3.87	4134	1393279525s/811161	811161.A_Betrayal_in_Winter

"Passage to Mutiny (Richard Bolitho, #9)"	Alexander Kent	3.95	625	1328861993s/999731	999731.Passage_to_Mutiny

"The Carrie Diaries (The Carrie Diaries, #1)"	Candace Bushnell	3.57	30662	1366214548s/7091370	7091370-the-carrie-diaries

"Paradise Lost (Private, #9)"	Kate Brian	4.09	5155	1351388120s/3997399	3997399-paradise-lost

"The Trouble With Witches (Ophelia & Abby, #3)"	Shirley Damsgaard	3.96	1651	1388708151s/141042	141042.The_Trouble_With_Witches

"The Nonborn King (Saga of the Pliocene Exile, #3)"	Julian May	4.15	3811	1304007967s/41337	41337.The_Nonborn_King

Dante's Divine Comedy Set: Three-Volume Set	Dante Alighieri	4.05	78093	1387664176s/19579217	19579217-dante-s-divine-comedy-set

"Blood Rites (The Grey Wolves, #2)"	Quinn Loftis	4.43	16882	1321501581s/13070346	13070346-blood-rites

"Bye bye blackbird (Axel Steen, #2 )"	Jesper Stein	3.95	163	1373185821s/18132738	18132738-bye-bye-blackbird

"Heartwishes (Edilean, #5)"	Jude Deveraux	3.95	3442	1310568194s/10436992	10436992-heartwishes

"Flyy Girl (Flyy Girl, #1)"	Omar Tyree	4.18	9314	1415677404s/290039	290039.Flyy_Girl

"Saiyuki, Vol. 1"	Kazuya Minekura	4.14	5175	1387608579s/1048089	1048089.Saiyuki_Vol_1

"The Chronicles of Spiderwick: A Grand Tour of the Enchanted World, Navigated by Thimbletack"	Holly Black	4.23	712	1442710720s/548699	548699.The_Chronicles_of_Spiderwick

"Until Nico (Until, #4)"	Aurora Rose Reynolds	4.34	19145	1398781346s/18781543	18781543-until-nico

"Heart of the Dragon (Atlantis, #1)"	Gena Showalter	3.94	11700	1388655784s/476494	476494.Heart_of_the_Dragon

"Cale (Walk of Shame, #3)"	Victoria Ashley	4.08	2620	1436072128s/25843415	25843415-cale

"Toxic (Denazen, #2)"	Jus Accardo	4.08	3229	1325487187s/13097681	13097681-toxic

"Warlock: A Novel of Ancient Egypt (Ancient Egypt, #3)"	Wilbur Smith	4	9639	1390193132s/37619	37619.Warlock

"Five Go Off to Camp (Famous Five, #7)"	Enid Blyton	3.89	6026	1408923348s/557188	557188.Five_Go_Off_to_Camp

"Adrian Mole: The Wilderness Years (Adrian Mole, #4)"	Sue Townsend	3.8	4153	1314914870s/392786	392786.Adrian_Mole

"Big Bad Beast (Pride, #6)"	Shelly Laurenston	4.37	9139	1327271585s/8538297	8538297-big-bad-beast

"Ambereye (Garoul, #2)"	Gill McKnight	4.19	888	1378928384s/7420106	7420106-ambereye

"The Wicked Day (Arthurian Saga, #4)"	Mary Stewart	4.07	9139	1434466186s/27692	27692.The_Wicked_Day

"Pretty Little Liars Box Set (Pretty Little Liars, #1-4)"	Sara Shepard	4.41	6843	1388183303s/6349976	6349976-pretty-little-liars-box-set

"The Outlaw Demon Wails (The Hollows, #6)"	Kim Harrison	4.38	44217	1434582373s/1225621	1225621.The_Outlaw_Demon_Wails

"Demon Girl (Rae Wilder, #1)"	Penelope Fletcher	3.58	5992	1313391648s/9481431	9481431-demon-girl

"The Naked God (Night's Dawn, #3)"	Peter F. Hamilton	4.19	11698	1316548289s/45260	45260.The_Naked_God

Endurance: Shackleton's Incredible Voyage	Alfred Lansing	4.34	44802	1391329559s/139069	139069.Endurance

"Illusive (Illusive, #1)"	Emily Lloyd-Jones	3.73	2115	1382460765s/17182499	17182499-illusive

"Ksií´äóæéäóæŒ¢í´ä‰åí‚éniczka (Kuzynki, #2)"	Andrzej Pilipiuk	3.68	768	1211562060s/3339159	3339159-ksi-niczka

"Curran, Vol. I  (Curran POV, #1)"	Gordon Andrews	4.1	15280	1289094693s/9394156	9394156-curran-vol-i

"Darelle's Trinity (Heart of a Vampire, #1)"	Sedonia Guillone	3.25	28	1262206916s/7455256	7455256-darelle-s-trinity

"What Remains of Heaven (Sebastian St. Cyr, #5)"	C.S. Harris	4.21	3985	1442962658s/6423507	6423507-what-remains-of-heaven

"Reaper's Property (Reapers MC, #1)"	Joanna Wylde	4.14	41235	1360943604s/17375956	17375956-reaper-s-property

"Stronghold (Dragon Star, #1)"	Melanie Rawn	3.99	9526	1386922160s/257321	257321.Stronghold

"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3 part 2)"	George R.R. Martin	4.56	56572	1358209169s/11542895	11542895-a-storm-of-swords

"Emily Climbs (Emily, #2)"	L.M. Montgomery	4.13	15385	1403189071s/773514	773514.Emily_Climbs

"The Positronic Man (Robot, #0.6)"	Isaac Asimov	4.04	4168	1332669249s/651964	651964.The_Positronic_Man

"Return to Paradise (Leaving Paradise, #2)"	Simone Elkeles	4.06	27285	1271357819s/7797874	7797874-return-to-paradise

"Dragon Ball Z, Vol. 12: Enter Trunks (Dragon Ball Z, #12)"	Akira Toriyama	4.35	790	1445462473s/1841118	1841118.Dragon_Ball_Z_Vol_12

"Fledged (The Wiccan Diaries, #4)"	T.D. McMichael	5	1	1367251634s/17860542	17860542-fledged

"The Moon of Gomrath (Tales of Alderley, #2)"	Alan Garner	3.95	1476	1177344653s/694942	694942.The_Moon_of_Gomrath

The Chosen	Chaim Potok	4.02	66882	1403191327s/187181	187181.The_Chosen

"Success to the Brave (Richard Bolitho, #17)"	Alexander Kent	3.98	436	1328862002s/1091807	1091807.Success_to_the_Brave

"Paradise Kiss deluxe, Volume 1"	Ai Yazawa	4.11	13236	1304847912s/11322717	11322717-paradise-kiss-deluxe-volume-1

"Post Captain (Aubrey/Maturin, #2)"	Patrick O'Brian	4.29	12084	1375475591s/17768	17768.Post_Captain

"The First Judgement  (Chronicles of Brothers, #2)"	Wendy Alec	4.31	575	1333342557s/1781673	1781673.The_First_Judgement

"Earning the Cut (Riding the Line, #1)"	Jayna Vixen	3.8	1447	1365365631s/17737981	17737981-earning-the-cut

"The Spider's Web (Sister Fidelma, #5)"	Peter Tremayne	4.05	792	1314990531s/528965	528965.The_Spider_s_Web

"The Next Always (Inn BoonsBoro, #1)"	Nora Roberts	4.1	57318	1301161110s/10305231	10305231-the-next-always

Get Him to Propose in 80 Days - Unlock the Secrets to Make Your Man Fall in Love and Commit to You Forever	Titania Hudson	4	1	1444683072s/26707878	26707878-get-him-to-propose-in-80-days---unlock-the-secrets-to-make-your-man-fall

"The Bourne Identity (Jason Bourne, #1)"	Robert Ludlum	3.95	302882	1335860740s/7869	7869.The_Bourne_Identity

Maternal Menace	Terri Ann Armstrong	5	4	1335553639s/13624274	13624274-maternal-menace

"A Hero for the Empire (The Dragon's Bidding, #1)"	Christina Westcott	3.67	67	1401774358s/22396223	22396223-a-hero-for-the-empire

"Wicked Surrender (Wicked, #1)"	Jade Lee	3.56	167	1280752591s/7959424	7959424-wicked-surrender

"Changeling (Sweep, #8)"	Cate Tiernan	4.19	8118	1387734206s/775975	775975.Changeling

"Real Vampires Live Large (Glory St. Clair, #2)"	Gerry Bartlett	4.04	3740	1442237125s/502556	502556.Real_Vampires_Live_Large

"Autumn's Flame (The Graistan Chronicles, #4)"	Denise Domning	3.84	539	1311518228s/2613300	2613300-autumn-s-flame

"Dark Horse (Dark Horse, #1)"	Kate Sherwood	4.01	2281	1274409616s/8262403	8262403-dark-horse

"Twilight Tenth Anniversary/Life and Death Dual Edition (Twilight, #1.75)"	Stephenie Meyer	3.33	11740	1450053838s/25861100	25861100-twilight-tenth-anniversary-life-and-death-dual-edition

A Ship Made Of Paper	Scott Spencer	3.21	1319	1408923963s/129387	129387.A_Ship_Made_Of_Paper

"Carter Reed (Carter Reed, #1)"	Tijans Books	4.03	22737	1376139745s/18221931	18221931-carter-reed

Leviathan	Thomas Hobbes	3.64	24919	1326788684s/91953	91953.Leviathan

"Naked (The Blackstone Affair, #1)"	Raine Miller	4.03	62591	1346136598s/15852756	15852756-naked

"The Bloom County Library, Vol. 1: 1980-1982"	Berkeley Breathed	4.34	1921	1348330569s/6440814	6440814-the-bloom-county-library-vol-1

"Rosinha, Mi Canoa"	José Mauro de Vasconcelos	3.86	407	1170502804s/58226	58226.Rosinha_Mi_Canoa

"Gives Light (Gives Light, #1)"	Rose Christo	4.32	1846	1344491925s/15810499	15810499-gives-light

"On Midnight Wings (The Maker's Song, #5)"	Adrian Phoenix	4.02	555	1312932058s/10381472	10381472-on-midnight-wings

"A Death in Vienna (Gabriel Allon, #4)"	Daniel Silva	4.16	12784	1389823717s/93802	93802.A_Death_in_Vienna

"Second Debt (Indebted, #3)"	Pepper Winters	4.43	8172	1418824949s/23489258	23489258-second-debt

"Sabriel (The Old Kingdom, #1)"	Garth Nix	4.17	129797	1410171614s/22396330	22396330-sabriel

"The Gebusi: Lives Transformed in a Rainforest World, 3rd edition"	Bruce Knauft	3.43	140	1386920403s/19412069	19412069-the-gebusi

"People of the Masks (North America's Forgotten Past, #10)"	W. Michael Gear	4.23	1281	1403430927s/682931	682931.People_of_the_Masks

"Satisfaction (Temptation, #2)"	K.M. Golland	4.32	3454	1360097011s/17260132	17260132-satisfaction

"Berserk, Vol. 5"	Kentaro Miura	4.54	1922	1403203829s/248881	248881.Berserk_Vol_5

"The Courtesan (The Dark Queen Saga, #2)"	Susan Carroll	3.88	2009	1388684510s/39099	39099.The_Courtesan

"Bratfest at Tiffany's (The Clique, #9)"	Lisi Harrison	3.84	10127	1344266698s/628955	628955.Bratfest_at_Tiffany_s

"Tin God (Delta Crossroads Trilogy, #1)"	Stacy Green	3.88	2072	1364502859s/17699460	17699460-tin-god

"The Opportunist (Love Me with Lies, #1)"	Tarryn Fisher	4.24	37016	1374526831s/13312527	13312527-the-opportunist

Parallelities	Alan Dean Foster	3.5	169	1290930083s/171482	171482.Parallelities

"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)"	Obert Skye	3.97	10979	1414559844s/1211904	1211904.Leven_Thumps_and_the_Eyes_of_the_Want

"Dandelion Wine (Green Town, #1)"	Ray Bradbury	4.07	34474	1374049845s/50033	50033.Dandelion_Wine

"Natural Born Charmer (Chicago Stars, #7)"	Susan Elizabeth Phillips	4.14	24180	1308742575s/73064	73064.Natural_Born_Charmer

"Broken Hart (The Hart Family, #1)"	Ella Fox	3.94	12781	1378768099s/18472710	18472710-broken-hart

"Turbulent Sea (Drake Sisters, #6)"	Christine Feehan	4.36	8751	1409316336s/2403889	2403889.Turbulent_Sea

"Amber Magic (Haven, #1)"	B.V. Larson	3.23	993	1328335588s/8477626	8477626-amber-magic

"Choosing Glee: 10 Rules to Finding Inspiration, Happiness, and the Real You"	Jenna Ushkowitz	4.13	380	1359803712s/15793740	15793740-choosing-glee

"Loving (Bailey Flanigan, #4)"	Karen Kingsbury	4.22	4754	1344705084s/12280551	12280551-loving

"Nobody's Princess (Nobody's Princess, #1)"	Esther M. Friesner	3.68	10862	1320503118s/640029	640029.Nobody_s_Princess

"The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook--What Traumatized Children Can Teach Us About Loss, Love, and Healing"	Bruce D. Perry	4.45	6564	1387708713s/129909	129909.The_Boy_Who_Was_Raised_as_a_Dog

"Heretics of Dune (Dune Chronicles, #5)"	Frank Herbert	3.82	38105	1388186151s/117	117.Heretics_of_Dune

"Eclipse (Sweep, #12)"	Cate Tiernan	4.16	6473	1389627216s/775973	775973.Eclipse

"Frat House Troopers (Brandt and Donnelly Caper, #1)"	Xavier  Mayne	3.66	1238	1353359396s/16159818	16159818-frat-house-troopers

"The Gift (Crown's Spies, #3)"	Julie Garwood	4.16	13414	1329160736s/107781	107781.The_Gift

"Handcuffs, Kisses and Awkward Situations: Mystery Romance"	Olivia Harvard	4.24	827	1438853813s/23981700	23981700-handcuffs-kisses-and-awkward-situations

"Sabrina (Big Sky Dreams, #2)"	Lori Wick	3.98	1880	1431457308s/1547375	1547375.Sabrina

"When the Smoke Clears (Deadly Reunions, #1)"	Lynette Eason	4.26	2632	1441573397s/11547853	11547853-when-the-smoke-clears

"Quanto Mais Depressa Ando, Mais Pequena Sou"	Kjersti Annesdatter Skomsvold	3.66	1355	1320423526s/13006791	13006791-quanto-mais-depressa-ando-mais-pequena-sou

Non-Stop	Brian W. Aldiss	3.86	3518	1321611598s/384579	384579.Non_Stop

"A Want So Wicked (A Need So Beautiful, #2)"	Suzanne Young	3.99	1738	1320688664s/12924307	12924307-a-want-so-wicked

"Wishes (Montgomery/Taggert, #7)"	Jude Deveraux	3.95	4349	1423240186s/50805	50805.Wishes

The Lady That I Love	Crystal Linn	5	8	1350310592s/16088671	16088671-the-lady-that-i-love

"Rising Tides (Chesapeake Bay Saga, #2)"	Nora Roberts	4.15	23092	1388252959s/534733	534733.Rising_Tides

"Darkmoon (Seasons of the Moon: Cain Chronicles, #5)"	S.M. Reine	4.27	1359	1356675484s/17185984	17185984-darkmoon

"B785 (Cyborgs: More Than Machines, #3)"	Eve Langlais	4.04	1139	1360875077s/16172885	16172885-b785

"Last of the Nephilim (Oracles of Fire, #3)"	Bryan Davis	4.31	1181	1388288780s/2583921	2583921-last-of-the-nephilim

"Rogue Squadron (Star Wars: X-Wing, #1)"	Michael A. Stackpole	4	10407	1327860341s/513176	513176.Rogue_Squadron

