
"The Drawing of the Three (The Dark Tower, #2)"	Stephen King	4.21	127709	1370918050s/5094	5094.The_Drawing_of_the_Three

"Little House on a Small Planet: Simple Homes, Cozy Retreats, and Energy Efficient Possibilities"	Shay Salomon	3.89	371	1328851035s/153134	153134.Little_House_on_a_Small_Planet

"Sweet Possession (Sweet, #5)"	Maya Banks	4.14	12287	1429916852s/8419432	8419432-sweet-possession

"Langrishe, Go Down"	Aidan Higgins	3.49	61	1348013645s/622052	622052.Langrishe_Go_Down

"Reis's Pieces: Love, Loss, and Schizophernia"	Karen Winters Schwartz	4.4	30	1335835599s/13629064	13629064-reis-s-pieces

"Jaguar (Jacob Lansa, #2)"	Roland Smith	3.94	589	1403268225s/505636	505636.Jaguar

Child Of The Morning   Part 2 Of 2	Pauline Gedge	4.49	43	0	1737993.Child_Of_The_Morning_Part_2_Of_2

The Darkest Child	Delores Phillips	4.34	4916	1320541010s/331260	331260.The_Darkest_Child

"The Measure of the Magic (Legends of Shannara, #2)"	Terry Brooks	3.98	5287	1437826213s/10199908	10199908-the-measure-of-the-magic

Dungeon Tales	Venita Coelho	4.5	10	1313006354s/12352651	12352651-dungeon-tales

Iron and Blood (Iron Kingdom Saga #1)	Brad Farley	5	9	1422730075s/24779487	24779487-iron-and-blood

"The Scarlet Wench (Nora Tierney Mysteries, #3)"	Marni Graff	4.27	78	1401064245s/22320225	22320225-the-scarlet-wench

"Pieter Daens, of hoe in de negentiende eeuw de arbeiders van Aalst vochten tegen armoede en onrecht"	Louis Paul Boon	3.77	171	1282382614s/4926564	4926564-pieter-daens-of-hoe-in-de-negentiende-eeuw-de-arbeiders-van-aalst-vocht

"Embrace (Kane Wolves, #2)"	Annalise Grey	4.2	56	1348979649s/15988798	15988798-embrace

"Le maí´íéí‚í«tre de mes tourments (Maí´íéí‚í«tres et seigneurs, #2)"	Karin Tabke	4.08	522	1380194110s/18459685	18459685-le-ma-tre-de-mes-tourments

"Falling Under (Falling, #3)"	Jasinda Wilder	4.27	5657	1406644665s/21461080	21461080-falling-under

"All Spell Breaks Loose (Raine Benares, #6)"	Lisa Shearin	4.15	1743	1327620980s/13074442	13074442-all-spell-breaks-loose

"Bella Poldark (Poldark, #12)"	Winston Graham	4.14	844	1385276287s/194611	194611.Bella_Poldark

"The Fixer (The Fixer, #1)"	Jennifer Lynn Barnes	4.19	3475	1418036245s/22929578	22929578-the-fixer

"Rock Chick Reckoning (Rock Chick, #6)"	Kristen Ashley	4.44	22148	1328300013s/13065142	13065142-rock-chick-reckoning

"Reckless (Forever, #3)"	Priscilla West	4.06	3363	1421350562s/23271683	23271683-reckless

"The Well of Shades (The Bridei Chronicles, #3)"	Juliet Marillier	4.23	4579	1439174872s/13926	13926.The_Well_of_Shades

"Le maí´íéí‚í«tre de mon coeur (Maí´íéí‚í«tres et seigneurs, #1)"	Karin Tabke	3.91	859	1374521588s/18132803	18132803-le-ma-tre-de-mon-coeur

"Chicken Soup for the Soul: From Lemons to Lemonade: 101 Positive, Practical, and Powerful Stories about Making the Best of a Bad Situation"	Jack Canfield	4.05	43	1353320936s/16130414	16130414-chicken-soup-for-the-soul

The Travels of J.B. Rabbit	Doris Susan Smith	2	1	1408125391s/4810964	4810964-the-travels-of-j-b-rabbit

Myths to Live By	Joseph Campbell	4.26	3748	1348222069s/821380	821380.Myths_to_Live_By

"Board Resolution (Knights of the Board Room, #1)"	Joey W. Hill	3.72	2725	1264695658s/7654724	7654724-board-resolution

"Unrequited Death (Death, #6)"	Tamara Rose Blodgett	4.38	420	1397132203s/21890802	21890802-unrequited-death

"The Mercury Annual (Valiant Razalia, Vol. 1)"	Michael Wyndham Thomas	4.21	29	1347948963s/3305450	3305450-the-mercury-annual

"The Siren (The Original Sinners, #1)"	Tiffany Reisz	4.07	18907	1335832751s/10970532	10970532-the-siren

"Moral, Immoral, Amoral: What Is Right and What Is Wrong?"	Osho	4.13	54	1344319285s/15793051	15793051-moral-immoral-amoral

"Red is for Remembrance (Blue is for Nightmares, #4)"	Laurie Faria Stolarz	4.07	7807	1388186203s/101914	101914.Red_is_for_Remembrance

The Autumn of the Patriarch by Gabriel Garcia Marquez Summary  Study Guide	BookRags	3.86	221	0	9728443-the-autumn-of-the-patriarch-by-gabriel-garcia-marquez-summary-study-gui

"We Are Quiet, We Are Loud: The Best Young Writers and Artists In America"	David Levithan	4.08	83	1328840184s/3699512	3699512-we-are-quiet-we-are-loud

"The Assassin and the Pirate Lord (Throne of Glass, #0.1)"	Sarah J. Maas	4.19	14469	1335782612s/13415554	13415554-the-assassin-and-the-pirate-lord

Zombie man	Pantson Fire	5	2	1396567233s/21843093	21843093-zombie-man

Unspent Time	Graham Parke	4.09	44	1333705712s/13580660	13580660-unspent-time

"Sarah (Women of Genesis, #1)"	Orson Scott Card	3.87	9181	1388190360s/7958	7958.Sarah

"Touched (Sense Thieves, #1)"	Corrine Jackson	4	4613	1338915545s/10822395	10822395-touched

"The Dolphins of Laurentum (The Roman Mysteries, #5)"	Caroline Lawrence	4.01	848	1312052882s/1139459	1139459.The_Dolphins_of_Laurentum

Delta Wedding	Eudora Welty	3.7	2008	1348732799s/12595	12595.Delta_Wedding

"Big Girls Do It on Top (Big Girls Do It, #4)"	Jasinda Wilder	3.85	2905	1350092396s/16083133	16083133-big-girls-do-it-on-top

"Le Mariage de Marie-Hélí´íéí‚Íne (La Vie Célibataire, #3)"	Yvonne Bruton	4.25	4	1341669236s/15740372	15740372-le-mariage-de-marie-h-l-ne

"The Sandman, Vol. 3: Dream Country (The Sandman, #3)"	Neil Gaiman	4.3	61842	1402485052s/25100	25100.The_Sandman_Vol_3

"Every You, Every Me"	David Levithan	3.44	6207	1320533301s/9972838	9972838-every-you-every-me

The Etched City	K.J. Bishop	3.64	1789	1320551808s/944555	944555.The_Etched_City

"The Winter King (Weathermages of Mystral, #1)"	C.L. Wilson	4.14	4105	1372702999s/10485751	10485751-the-winter-king

"High School Debut, Vol. 01 (High School Debut, #1)"	Kazune Kawahara	4.11	19557	1348252906s/1896346	1896346.High_School_Debut_Vol_01

"Cinders & Sapphires (At Somerton, #1)"	Leila Rasheed	3.51	1802	1350397214s/13518112	13518112-cinders-sapphires

"Second Chance Pass (Virgin River, #5)"	Robyn Carr	4.18	8629	1416989684s/4783621	4783621-second-chance-pass

The Nether World	George Gissing	3.81	418	1182533196s/1290068	1290068.The_Nether_World

Emerging from Darkness (Darkness Falls #2)	Kira Adams	4.64	50	1426388224s/25118397	25118397-emerging-from-darkness

"The Morganville Vampires, #1-8"	Rachel Caine	4.47	657	1344708559s/9810413	9810413-the-morganville-vampires-1-8

"All-of-a-Kind Family (All-of-a-Kind Family, #1)"	Sydney Taylor	4.24	16833	1389583949s/7926	7926.All_of_a_Kind_Family

" My Merlin Awakening (My Merlin, #2)"	Priya Ardis	3.87	849	1330244437s/13496831	13496831-my-merlin-awakening

"The Hero's Lot (The Staff and the Sword, #2)"	Patrick W. Carr	4.33	1659	1367786818s/16234269	16234269-the-hero-s-lot

"Dance with a Vampire (Vampire Kisses, #4)"	Ellen Schreiber	4.01	21853	1443971681s/263171	263171.Dance_with_a_Vampire

Vicky Angel	Jacqueline Wilson	3.51	9523	1328105389s/511532	511532.Vicky_Angel

"Lost World (Broken World, #4)"	Kate L. Mary	4.35	404	1418410217s/23206449	23206449-lost-world

"Beautiful Stranger (Beautiful Bastard, #2)"	Christina Lauren	4.26	54360	1359073239s/16117506	16117506-beautiful-stranger

"Rainbow High (Rainbow Trilogy, #2)"	Alex   Sanchez	3.98	4882	1388339636s/94063	94063.Rainbow_High

Bumface	Morris Gleitzman	3.39	310	1348017994s/1020689	1020689.Bumface

"Endgame (Night School, #5)"	C.J. Daugherty	4.23	1505	1425033413s/17978510	17978510-endgame

"Darkhouse (Experiment in Terror, #1)"	Karina Halle	3.8	11724	1360092374s/11356211	11356211-darkhouse

"Mayflower: A Story of Courage, Community, and War"	Nathaniel Philbrick	3.86	23571	1440395435s/4820	4820.Mayflower

"Ancient Egyptian, Mesopotamian & Persian Costume"	Mary G. Houston	3.75	12	1328865347s/268707	268707.Ancient_Egyptian_Mesopotamian_Persian_Costume

"Wicked Lovely (Wicked Lovely, #1)"	Melissa Marr	3.7	129376	1327814035s/305234	305234.Wicked_Lovely

Atemschaukel	Herta Míller	3.89	2263	1327877329s/7082159	7082159-atemschaukel

"La vigie (Les chevaliers des Highlands, #3)"	Monica McCarty	4.25	4922	1374520617s/17999315	17999315-la-vigie

"Prentice Alvin (Tales of Alvin Maker, #3)"	Orson Scott Card	3.76	14625	1386745612s/31357	31357.Prentice_Alvin

Holidays on Ice	David Sedaris	3.96	83724	1328309898s/8156399	8156399-holidays-on-ice

"Command a King's Ship (Richard Bolitho, #8)"	Alexander Kent	4.02	908	1328861988s/1043312	1043312.Command_a_King_s_Ship

"Vicious Circle (Persephone Alcmedi, #1)"	Linda  Robertson	3.63	3867	1308254163s/6329335	6329335-vicious-circle

"You Are Special To, Not Forsaken By, God"	Dianne Michelle Rankin Taylor	5	1	1348156504s/8441713	8441713-you-are-special-to-not-forsaken-by-god

"Disruption (Disruption, #1)"	Jessica Shirvington	4.29	1532	1396918413s/19032994	19032994-disruption

"A Light into the Darkness (Twisted Roots, #1)"	Shelly Goodman Wright	4.23	124	1337226870s/13607320	13607320-a-light-into-the-darkness

"The Bride (Lairds' Fiancées, #1)"	Julie Garwood	4.27	37485	1334369134s/107779	107779.The_Bride

"Borrowed Ember (Fire Spirits, #3)"	Samantha Young	4.21	3063	1333488663s/13233738	13233738-borrowed-ember

Saving Elizabeth	Amy Machelle	4.44	16	1322799164s/13088316	13088316-saving-elizabeth

"Wolfsbane (Sianim, #4 / Aralorn, #2)"	Patricia Briggs	4.03	6949	1388225494s/7857713	7857713-wolfsbane

"I, Claudius/Claudius the God"	Robert Graves	4.42	2023	1383666951s/18769	18769.I_Claudius_Claudius_the_God

"Voice of the Gods (Age of the Five, #3)"	Trudi Canavan	4.04	9009	1410141970s/28247	28247.Voice_of_the_Gods

"The Bone Collector (Lincoln Rhyme, #1)"	Jeffery Deaver	4.17	109278	1437538512s/2373	2373.The_Bone_Collector

Addicted to Greed	Catherine Rose Putsche	4.71	7	1409619751s/17179167	17179167-addicted-to-greed

"Inner Demons (Peachville High Demons, #2)"	Sarra Cannon	4.09	3561	1328042208s/9989287	9989287-inner-demons

"Just One Year (Just One Day, #2)"	Gayle Forman	3.91	29159	1375129683s/12842134	12842134-just-one-year

"Sabriel (Abhorsen,  #1)"	Garth Nix	4.17	129797	1293655399s/518848	518848.Sabriel

"Good Calories, Bad Calories"	Gary Taubes	4.17	6333	1348003139s/2442529	2442529.Good_Calories_Bad_Calories

"Germinal (Les Rougon-Macquart, #13)"	í´íéíïŒmile Zola	4.07	18674	1388208755s/28407	28407.Germinal

"King's Property (Queen of the Orcs, #1)"	Morgan Howell	3.69	2070	1320498198s/1778693	1778693.King_s_Property

"The Dark is Rising (The Dark is Rising, #2)"	Susan Cooper	4.06	38661	1349051230s/210329	210329.The_Dark_is_Rising

"The Robots of Dawn (Robot, #3)"	Isaac Asimov	4.1	25306	1351030933s/41810	41810.The_Robots_of_Dawn

"Archangel (Samaria, #1)"	Sharon Shinn	4.05	7852	1388606676s/97961	97961.Archangel

"MeruPuri, Vol. 3 (MeruPuri, #3)"	Matsuri Hino	4.37	5409	1347691613s/728118	728118.MeruPuri_Vol_3

"Justified (Alfha Law Firm, #1)"	Aurora Rose Reynolds	3.57	4431	1416239412s/23276717	23276717-justified

"Joke (Golem, #2)"	Elvire Murail	3.98	48	1348467141s/5944861	5944861-joke

"The House at Sunset (House, #3)"	Norah Lofts	4.2	288	1387724214s/341250	341250.The_House_at_Sunset

"The White House (I, Q, #2)"	Roland Smith	4.21	3019	1388200149s/5792404	5792404-the-white-house

The Hidden Words of Bahá'u'lláh	Bahá'u'lláh	4.76	303	1348009525s/1072833	1072833.The_Hidden_Words_of_Bah_u_ll_h

"Night Mare (Xanth, #6)"	Piers Anthony	3.8	14796	1179544619s/15433	15433.Night_Mare

"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC"	Zack Love	3.47	734	1382478041s/18710853	18710853-sex-in-the-title

"Fang Me (Demon Underground, #3)"	Parker Blue	3.99	965	1347250142s/10812824	10812824-fang-me

"Because I Am Yours (Because You Are Mine, #1.8)"	Beth Kery	3.89	4428	1342783848s/15761365	15761365-because-i-am-yours

"First Touch (First and Last, #1)"	Laurelin Paige	4.17	3541	1427734690s/23848461	23848461-first-touch

"The Truth (Lionboy Trilogy, #3)"	Zizou Corder	3.83	4442	1391114785s/579563	579563.The_Truth

Torn	Cat Clarke	3.89	2549	1332809052s/12968828	12968828-torn

"The Devil Unleashed (Cain Casey, #2)"	Ali Vali	4.37	582	1364147663s/22598	22598.The_Devil_Unleashed

"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)"	Arthur Conan Doyle	4.22	63309	1189170223s/1848444	1848444.A_Scandal_in_Bohemia

"The Absolute Sandman, Volume Five"	Neil Gaiman	4.68	1965	1388210146s/10864102	10864102-the-absolute-sandman-volume-five

"Prisoner of the Horned Helmet (Frank Frazetta's Death Dealer, #1)"	James Silke	3.86	422	1387735725s/1813172	1813172.Prisoner_of_the_Horned_Helmet

"The Absolute Sandman, Volume Four"	Neil Gaiman	4.73	4922	1384827898s/3375878	3375878-the-absolute-sandman-volume-four

"StarCrossed (Thief Errant, #1)"	Elizabeth C. Bunce	3.79	5851	1390068383s/7877549	7877549-starcrossed

"Uncaged (Corps Security, #3.5)"	Harper Sloan	4.42	11005	1388631240s/20414715	20414715-uncaged

"Don't Die, Dragonfly (The Seer, #1)"	Linda Joy Singleton	3.77	3375	1389155125s/452141	452141.Don_t_Die_Dragonfly

"Alpha & Omega (Alpha & Omega, #0.5)"	Patricia Briggs	4.31	12433	1368147080s/5393637	5393637-alpha-omega

"The Summoning (Sisters of Isis, #1)"	Lynne Ewing	3.67	1327	1439037567s/619889	619889.The_Summoning

"New York Debut (Carter House Girls, #6)"	Melody Carlson	3.99	541	1395620687s/6265313	6265313-new-york-debut

"Strip Jack (Inspector Rebus, #4)"	Ian Rankin	3.81	5761	1388781804s/205262	205262.Strip_Jack

"The Reckoning (Morland Dynasty, #15)"	Cynthia Harrod-Eagles	4.2	203	1388563990s/1026798	1026798.The_Reckoning

"The Last Little Blue Envelope (Little Blue Envelope, #2)"	Maureen Johnson	3.87	18768	1288297853s/9462775	9462775-the-last-little-blue-envelope

"Dragon Slippers (Dragon Slippers, #1)"	Jessica Day George	4.21	19941	1316730294s/669570	669570.Dragon_Slippers

"Something About Witches (Arcane Shot, #1)"	Joey W. Hill	3.71	651	1330247721s/11458881	11458881-something-about-witches

"AlterWorld (Play to Live, #1)"	D. Rus	4.36	1924	1406570036s/22812333	22812333-alterworld

A Thousand Acres	Jane Smiley	3.78	44797	1388197504s/41193	41193.A_Thousand_Acres

"Death Note, Vol. 11: Kindred Spirit (Death Note, #11)"	Tsugumi Ohba	4.23	8661	1389377224s/445044	445044.Death_Note_Vol_11

"Homecoming (Ghostgirl, #2)"	Tonya Hurley	3.48	6452	1344265689s/5633958	5633958-homecoming

"If You Meet the Buddha on the Road, Kill Him: The Pilgrimage Of Psychotherapy Patients"	Sheldon B. Kopp	3.98	1496	1316542361s/119390	119390.If_You_Meet_the_Buddha_on_the_Road_Kill_Him

"Champion (Legend, #3)"	Marie Lu	4.38	97162	1382652310s/14290364	14290364-champion

"Mrs. Jeffries Stalks the Hunter (Mrs. Jeffries, #19)"	Emily Brightwell	3.95	311	1348933787s/1824193	1824193.Mrs_Jeffries_Stalks_the_Hunter

"Airborn (Matt Cruse, #1)"	Kenneth Oppel	4.17	17736	1388350089s/428042	428042.Airborn

The Stone Raft	José Saramago	3.79	4166	1327955769s/2535	2535.The_Stone_Raft

"Damon (The Protectors, #1)"	Teresa Gabelman	3.99	3679	1327125184s/13125879	13125879-damon

"It's Not Me, It's You"	Mhairi McFarlane	3.92	2789	1411562555s/22752578	22752578-it-s-not-me-it-s-you

"Black and Blue (Otherworld Assassin, #2)"	Gena Showalter	4.17	3423	1365090550s/17211009	17211009-black-and-blue

Man To Man: Chuck Swindoll Selects His Most Significant Writings For Men	Charles R. Swindoll	4.1	40	1183834493s/1459217	1459217.Man_To_Man

"The Lifeguard (Point Horror, #3)"	Richie Tankersley Cusick	3.55	963	1356441526s/1156197	1156197.The_Lifeguard

"Champagne Toast (Love of My Life, #2)"	Melissa  Brown	3.9	2243	1364527041s/17700015	17700015-champagne-toast

The Pact	Karina Halle	3.94	15604	1418886372s/23844390	23844390-the-pact

"The Ring of Water (Young Samurai, #5)"	Chris Bradford	4.31	1439	1331016039s/9571767	9571767-the-ring-of-water

"The Game (Mary Russell, #7)"	Laurie R. King	4.16	9310	1361088824s/77255	77255.The_Game

"The Unleashing (Call of Crows, #1)"	Shelly Laurenston	3.88	4510	1403864519s/22475781	22475781-the-unleashing

"Thief's Covenant (Widdershins Adventures, #1)"	Ari Marmell	3.7	1760	1328393568s/11276935	11276935-thief-s-covenant

"Secrets on 26th Street (American Girl History Mysteries, #5)"	Elizabeth McDavid Jones	3.88	517	1387739687s/200974	200974.Secrets_on_26th_Street

"Danny Chalmers is THE PRINCIPAL (Danny Chalmers Series, #1)"	Sherry Maroon	3.43	7	1249526760s/6632328	6632328-danny-chalmers-is-the-principal

"Scott Pilgrim Gets It Together (Scott Pilgrim, #4)"	Bryan Lee O'Malley	4.32	25101	1348203290s/744615	744615.Scott_Pilgrim_Gets_It_Together

"The Remembering (The Meq, #3)"	Steve Cash	3.73	120	1320449611s/9310626	9310626-the-remembering

"Nightshade Tavern (Anita Blake, Vampire Hunter, #9-10)"	Laurell K. Hamilton	4.49	933	1389588800s/30283	30283.Nightshade_Tavern

Horrid Henry	Francesca Simon	3.89	1219	1330486849s/1973573	1973573.Horrid_Henry

"Peeps (Peeps, #1)"	Scott Westerfeld	3.77	21410	1443904244s/186103	186103.Peeps

"Blood (The Unfinished Song, #6)"	Tara Maya	4.33	173	1394261781s/17385264	17385264-blood

"Vellum (The Book of All Hours, #1)"	Hal Duncan	3.3	1622	1388280313s/490966	490966.Vellum

"Eternal Darkness, Blood King"	Gadriel Demartinos	3.04	50	1355867879s/17155673	17155673-eternal-darkness-blood-king

Travelling North	David Williamson	3.77	22	1379537471s/8773178	8773178-travelling-north

"Black Howl (Black Wings, #3)"	Christina Henry	4.04	3262	1319081401s/11617031	11617031-black-howl

"Curse of the Gargoyle (Cursed MacKinnons, #1)"	Tara Nina	3.39	300	1348545254s/1561175	1561175.Curse_of_the_Gargoyle

"La quinta ola (La quinta ola, #1)"	Rick Yancey	4.16	193455	1367341833s/17874266	17874266-la-quinta-ola

"Supernatural Freak (Supernatural Freak, #1)"	Louisa Klein	3.47	111	1343306063s/15764886	15764886-supernatural-freak

"In the Bleak Midwinter (Rev. Clare Fergusson & Russ Van Alstyne Mysteries, #1)"	Julia Spencer-Fleming	3.94	8155	1316129558s/113002	113002.In_the_Bleak_Midwinter

Le cronache fantastiche. Delitti - Fantasmi	Dino Buzzati	4.27	15	1319818111s/10146815	10146815-le-cronache-fantastiche-delitti---fantasmi

"A Shade of Dragon (A Shade of Dragon, #1)"	Bella Forrest	4.12	793	1447996878s/27863883	27863883-a-shade-of-dragon

"Miss Lazar Is Bizarre! (My Weird School, #9)"	Dan Gutman	4.07	894	1347698901s/1265681	1265681.Miss_Lazar_Is_Bizarre_

"Silber: Das zweite Buch der Trí´íéí‚éume (Silber, #2)"	Kerstin Gier	4.08	4469	1389730432s/18161523	18161523-silber

"Whatever It Takes (Bold As Love, #3)"	Lindsay Paige	3.81	792	1366141358s/13263220	13263220-whatever-it-takes

"The Unbound (The Archived, #2)"	Victoria Schwab	4.31	6075	1361898093s/13638131	13638131-the-unbound

"On Fortune's Wheel (Tales of the Kingdom, #2)"	Cynthia Voigt	4.06	2465	1388361598s/95914	95914.On_Fortune_s_Wheel

"Emily's Secret Book of Strange (Emily the Strange Graphic Novels, #2)"	Rob Reger	4.07	364	1436102672s/424604	424604.Emily_s_Secret_Book_of_Strange

"Ruby (Landry, #1)"	V.C. Andrews	3.9	9861	1321683452s/563457	563457.Ruby

"Unravel Me (The Breathless Series, #2)"	Lynn Montagano	3.94	71	1403718146s/22587134	22587134-unravel-me

"The Spook's Nightmare (The Last Apprentice / Wardstone Chronicles, #7)"	Joseph Delaney	4.18	8575	1328062147s/7351320	7351320-the-spook-s-nightmare

"Weep Not, Child"	Ngí´ä‰åí‚Œ©gí´äóæí‚Œ© wa Thiong'o	3.82	1357	1457857627s/159336	159336.Weep_Not_Child

"Mother, Mother"	Koren Zailckas	3.67	3787	1371239844s/17262187	17262187-mother-mother

"Cities of the Plain (The Border Trilogy, #3)"	Cormac McCarthy	4.06	13744	1399668566s/40470	40470.Cities_of_the_Plain

The Miseducation of Cameron Post	Emily M. Danforth	3.96	13025	1309190566s/11595276	11595276-the-miseducation-of-cameron-post

"How to Marry a Marquis (Agents of the Crown, #2)"	Julia Quinn	4.01	11372	1416451714s/110397	110397.How_to_Marry_a_Marquis

"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)"	Joseph Delaney	4.12	17816	1348485290s/298568	298568.Night_of_the_Soul_Stealer

"Through Violet Eyes (Violet Eyes, #1)"	Stephen Woodworth	3.95	1700	1320493472s/478628	478628.Through_Violet_Eyes

"Uncovering You: The Contract (Uncovering You, #1)"	Scarlett Edwards	3.83	2829	1395915570s/20512700	20512700-uncovering-you

Anne of Green Gables [Anne Shirley Series - The Complete Collection]	L.M. Montgomery	4.76	45	1405711613s/22741863	22741863-anne-of-green-gables-anne-shirley-series---the-complete-collection

"Masques (Sianim, #1 / Aralorn, #1)"	Patricia Briggs	3.84	7887	1245316307s/285224	285224.Masques

"De weg van de draak (de jonge samoerai, #3)"	Chris Bradford	4.36	2211	1301354136s/9772065	9772065-de-weg-van-de-draak

"People of the Fire (North America's Forgotten Past, #2)"	W. Michael Gear	3.94	7697	1403427975s/894111	894111.People_of_the_Fire

"The Waste Lands (The Dark Tower, #3)"	Stephen King	4.22	111783	1389762449s/34084	34084.The_Waste_Lands

"Rajmund (Vampires in America, #3)"	D.B. Reynolds	4.09	3526	1323853641s/8593027	8593027-rajmund

"Savage Destiny (Savage, #19)"	Cassie Edwards	4.34	169	1191545189s/1996122	1996122.Savage_Destiny

"Black Heart (Cursed Hearts, #1)"	R.L. Mathewson	3.9	5439	1368114169s/17786794	17786794-black-heart

"The Lady of the Sorrows (The Bitterbynde, #2)"	Cecilia Dart-Thornton	3.82	2159	1356455798s/258721	258721.The_Lady_of_the_Sorrows

"The Day of Battle: The War in Sicily and Italy, 1943-1944 (World War II Liberation Trilogy, #2)"	Rick Atkinson	4.33	7628	1442525486s/716532	716532.The_Day_of_Battle

"My Father's Dragon (My Father's Dragon, #1)"	Ruth Stiles Gannett	4.08	23309	1438398138s/34898	34898.My_Father_s_Dragon

"Of Shadow Born (Shadow World, #4)"	Dianne Sylvan	4.18	1077	1350412225s/15765529	15765529-of-shadow-born

"The Final Unfinished Voyage of Jack Aubrey (Aubrey/Maturin, #21)"	Patrick O'Brian	3.93	1939	1388209859s/24524	24524.The_Final_Unfinished_Voyage_of_Jack_Aubrey

"Rachael's Story (Amish Forever, #6)"	Roger Rheinheimer	4.63	19	1356230321s/13552229	13552229-rachael-s-story

"Cat and Mouse (Alex Cross, #4)"	James Patterson	3.95	45642	1375828879s/21436	21436.Cat_and_Mouse

"Christmas in Camelot (Magic Tree House, #29)"	Mary Pope Osborne	3.99	6455	1320498274s/262436	262436.Christmas_in_Camelot

"Dreams In The Golden Country: the Diary of Zipporah Feldman, a Jewish Immigrant Girl, New York City, 1903 (Dear America Series)"	Kathryn Lasky	3.84	3466	1408925827s/362929	362929.Dreams_In_The_Golden_Country

"Infinite Days (Vampire Queen, #1)"	Rebecca Maizel	3.93	8379	1317791434s/7744064	7744064-infinite-days

"Lover Unbound (Black Dagger Brotherhood, #5)"	J.R. Ward	4.33	95869	1351276662s/304027	304027.Lover_Unbound

"Being Nikki (Airhead, #2)"	Meg Cabot	3.87	25056	1388622070s/5135798	5135798-being-nikki

"Tremble (Denazen, #3)"	Jus Accardo	4.18	1839	1365751236s/15811134	15811134-tremble

"The Friday Night Knitting Club (Friday Night Knitting Club, #1)"	Kate Jacobs	3.4	61734	1388187371s/17204	17204.The_Friday_Night_Knitting_Club

"Bicycle Mystery (The Boxcar Children, #15)"	Gertrude Chandler Warner	3.83	1877	1409856935s/156812	156812.Bicycle_Mystery

"Vampire Mistress (Vampire Queen, #5)"	Joey W. Hill	4.27	1127	1257939951s/7095049	7095049-vampire-mistress

"The Shapeshifters: The Kiesha'ra of the Den of Shadows (The Kiesha'ra, #1-5)"	Amelia Atwater-Rhodes	4.34	1186	1441145948s/6976104	6976104-the-shapeshifters

Les Noces secrí´íéí‚Ítes	Gérard Caramaro	3	4	1364949060s/17708356	17708356-les-noces-secr-tes

"Flame (Sky Chasers, #3)"	Amy Kathleen Ryan	4.02	1187	1383352751s/16044987	16044987-flame

"Spider's Revenge (Elemental Assassin, #5)"	Jennifer Estep	4.2	11488	1304429856s/10290243	10290243-spider-s-revenge

"The Guy Next Door (Boy, #1)"	Meg Cabot	3.83	49109	1356131810s/251907	251907.The_Guy_Next_Door

"The Reckoning (The Taker, #2)"	Alma Katsu	4.06	2542	1358271532s/13091829	13091829-the-reckoning

Perfume: The Story of a Murderer	Patrick Sískind	3.98	187956	1409112276s/343	343.Perfume

"Bad to the Bone (Nannies, #6)"	Melody Mayer	3.8	106	1320481574s/3395880	3395880-bad-to-the-bone

"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World"	Tracy Kidder	4.2	48946	1433156001s/10235	10235.Mountains_Beyond_Mountains

"Love, Dishonor, Marry, Die, Cherish, Perish"	David Rakoff	3.93	5069	1368985461s/15873076	15873076-love-dishonor-marry-die-cherish-perish

"Até Amanhí´íéí‚Œ£, Camaradas"	Manuel Tiago	4.15	104	1384105533s/6334008	6334008-at-amanh-camaradas

"Between, Georgia"	Joshilyn Jackson	3.86	10790	1428466106s/241969	241969.Between_Georgia

"The People's War: Britain, 1939-1945"	Angus Calder	4.07	43	1394310577s/1721221	1721221.The_People_s_War

"April Loves Black Coffee: First Impressions (April Loves Black Coffee, #1)"	T.B. Solangel	4.51	70	1397156028s/21859423	21859423-april-loves-black-coffee

"Horde (Razorland, #3)"	Ann Aguirre	4.29	16009	1362287692s/10596724	10596724-horde

"The Lost Labyrinth (Daniel Knox, #3)"	Will Adams	3.67	868	1280178471s/6908579	6908579-the-lost-labyrinth

Out of Africa	Isak Dinesen	3.96	19799	1178296503s/781787	781787.Out_of_Africa

"Zero at the Bone (Zero at the Bone, #1)"	Jane Seville	4.18	8236	1239008011s/6382879	6382879-zero-at-the-bone

"Marrakesh Nights (Marrakesh, #2)"	Graham Diamond	3.6	5	1391573166s/2084518	2084518.Marrakesh_Nights

"Nefertiti's Heart (Artifact Hunters, #1)"	A.W. Exley	3.84	1987	1356045098s/16164095	16164095-nefertiti-s-heart

"Temptation Ridge (Virgin River, #6)"	Robyn Carr	4.24	9468	1388626977s/4783632	4783632-temptation-ridge

