Broken Pieces (Broken Pieces, #1)	Riley Hart	4.19	3588	1385998416s/18874773	18874773-broken-pieces	339
The Pairing (The Proposition, #3)	Katie Ashley	4.14	6697	1367623602s/17234296	17234296-the-pairing	309
Wild Cards (Wild Cards, #1)	Simone Elkeles	3.95	13435	1369953678s/18000484	18000484-wild-cards	288
Whatever Became of the Squishies? (The Squishies Series, #1)	Claire Chilton	3.84	131	1332334787s/9317110	9317110-whatever-became-of-the-squishies	264
Walking On Air (Valance Family, #1)	Catherine Anderson	4.19	1040	1379760128s/18210693	18210693-walking-on-air	432
The Lost Stories (Ranger's Apprentice, #11)	John Flanagan	4.27	15085	1348471987s/11309018	11309018-the-lost-stories	422
Sammy Keyes and the Wild Things (Sammy Keyes, #11)	Wendelin Van Draanen	4.23	1319	1320460974s/184761	184761.Sammy_Keyes_and_the_Wild_Things	304
Under the Greenwood Tree	Thomas Hardy	3.68	7975	1178724039s/825901	825901.Under_the_Greenwood_Tree	218
Indulgence in Death (In Death, #31)	J.D. Robb	4.31	16632	1292915498s/7685763	7685763-indulgence-in-death	373
If He's Sinful (Wherlocke, #2)	Hannah Howell	4.16	1851	1388272568s/6525985	6525985-if-he-s-sinful	352
Twilight Watch (Watch, #3)	Sergei Lukyanenko	4.11	13036	1382426338s/104159	104159.Twilight_Watch	405
Je to inak, mami...	Tamara Tainov��	3.78	60	1311597307s/12136160	12136160-je-to-inak-mami	256
Shadow Hills (Shadow Hills, #1)	Anastasia Hopcus	3.69	3390	1320520560s/6920820	6920820-shadow-hills	388
A Wicked Lord at the Wedding (Boscastle, #8)	Jillian Hunter	3.59	529	1410129283s/6225106	6225106-a-wicked-lord-at-the-wedding	355
When Blood Calls (The Shadow Keepers, #1)	J.K. Beck	3.72	2517	1390012590s/7500798	7500798-when-blood-calls	388
Song of the Wanderer (Unicorn Chronicles, #2)	Bruce Coville	4.08	8657	1409413051s/308732	308732.Song_of_the_Wanderer	336
Highland Fling (Highland, #1)	Amanda Scott	3.61	212	1183154305s/1384596	1384596.Highland_Fling	512
Hot Head (Head, #1)	Damon Suede	4.12	10832	1307050057s/10506237	10506237-hot-head	320
The Ghost and the Goth (The Ghost and the Goth, #1)	Stacey Kade	3.88	14712	1268423785s/7008041	7008041-the-ghost-and-the-goth	281
Cherry Juice, Vol. 01	Haruka Fukushima	3.89	2172	1347798155s/1949780	1949780.Cherry_Juice_Vol_01	192
Between Silk and Cyanide: A Codemaker's War, 1941-1945	Leo Marks	4.15	1353	1348747557s/557743	557743.Between_Silk_and_Cyanide	624
Surface Detail (Culture, #9)	Iain M. Banks	4.19	15097	1287893375s/7937744	7937744-surface-detail	627
Wildefire (Wildefire, #1)	Karsten Knight	3.74	7399	1441063098s/9758765	9758765-wildefire	393
Wicked Beat (Sinners on Tour, #4)	Olivia Cunning	4.29	16469	1427241680s/12710096	12710096-wicked-beat	387
Black Sun Rising (The Coldfire Trilogy, #1)	C.S. Friedman	3.93	13665	1437435124s/36159	36159.Black_Sun_Rising	496
Hemlock (Hemlock, #1)	Kathleen Peacock	3.91	9011	1321469061s/12985143	12985143-hemlock	404
Death Masks (The Dresden Files, #5)	Jim Butcher	4.31	78948	1345557713s/91479	91479.Death_Masks	451
Blood Work (The Hollows Graphic Novel, #1)	Kim Harrison	3.96	3236	1442287254s/9532901	9532901-blood-work	169
You Are My Sunshine: A Holocaust Novel. (All My Love, Detrick series, #2)	Roberta Kagan	4.04	976	1397007776s/21863558	21863558-you-are-my-sunshine	436
Ink and Bone (The Great Library, #1)	Rachel Caine	3.99	5723	1418350512s/20643052	20643052-ink-and-bone	352
Castle Waiting, Vol. 2 (Castle Waiting Omnibus Collection #2)	Linda Medley	4.18	1718	1327912061s/7946252	7946252-castle-waiting-vol-2	375
I, Claudius (Claudius, #1)	Robert Graves	4.27	36502	1388185810s/18765	18765.I_Claudius	468
Hunted (Dark Protectors, #3)	Rebecca Zanetti	4.25	4243	1319397291s/12472085	12472085-hunted	333
100 Selected Poems	E.E. Cummings	4.33	20273	1388179993s/76889	76889.100_Selected_Poems	128
Touching Smoke (Touch, #1)	Airicka Phoenix	3.77	1926	1434581608s/15705572	15705572-touching-smoke	320
The Irvine Welsh Omnibus: Trainspotting / The Acid House / Marabou Stork Nightmares	Irvine Welsh	4.29	187	1412981068s/87747	87747.The_Irvine_Welsh_Omnibus	900
Witchlight (Night World, #9)	L.J. Smith	4.14	3338	1349789944s/293974	293974.Witchlight	227
Magic Graves (Night Huntress, #4.5; Kate Daniels, #0.5)	Jeaniene Frost	4.13	8847	1315151665s/12505316	12505316-magic-graves	162
Love Hacked (Knitting in the City, #3)	Penny Reid	4.2	7029	1393966301s/20982872	20982872-love-hacked	390
Enna Burning (The Books of Bayern, #2)	Shannon Hale	3.96	31393	1388286936s/248482	248482.Enna_Burning	317
Beyond the Veil (The Grey Wolves, #5)	Quinn Loftis	4.54	10493	1345432365s/15733738	15733738-beyond-the-veil	374
Stone Butch Blues	Leslie Feinberg	4.25	12477	1328758827s/139569	139569.Stone_Butch_Blues	308
The Pathans, 550 B. C. A. D. 1957	Olaf Caroe	4.25	57	1394329357s/392583	392583.The_Pathans_550_B_C_A_D_1957	533
Midnight (Warriors: The New Prophecy, #1)	Erin Hunter	4.25	22246	1430055546s/273511	273511.Midnight	348
Blind Fury (Anna Travis, #6)	Lynda La Plante	3.88	1477	1277900174s/8521767	8521767-blind-fury	512
The Ship Who Searched (Brainship, #3)	Anne McCaffrey	4.06	9212	1414175605s/176850	176850.The_Ship_Who_Searched	312
Miss Nobody (Shaw Family Saga, Book 1)	Nicole Dunlap	4.45	128	1348157747s/16035414	16035414-miss-nobody	319
Return to Paradise (Leaving Paradise, #2)	Simone Elkeles	4.06	27285	1271357819s/7797874	7797874-return-to-paradise	291
Not Now, Bernard	David McKee	4.12	1093	1340062858s/1174169	1174169.Not_Now_Bernard	32
Purity (Pure and Tainted, #1)	Evangeline Anderson	3.85	387	1377613881s/18300803	18300803-purity	348
A Discovery of Witches (All Souls Trilogy, #1)	Deborah Harkness	3.98	219422	1322168805s/8667848	8667848-a-discovery-of-witches	579
Reviving Izabel (In the Company of Killers, #2)	J.A. Redmerski	4.26	10030	1389884232s/20559695	20559695-reviving-izabel	373
Close Encounters of the Fourth Kind: Alien Abduction, UFOs and the Conference at MIT	C.D.B. Bryan	3.75	121	1360566266s/12930410	12930410-close-encounters-of-the-fourth-kind	476
Picnic, Lightning	Billy Collins	4.27	3321	1348574773s/137110	137110.Picnic_Lightning	104
Hillary: Retribution (Hillary, #3)	Angel Gelique	4.25	53	1379193287s/18489000	18489000-hillary	287
The Rescue (Warriors: Skyclan and the Stranger, #1)	Erin Hunter	4.24	1268	1388260971s/9573401	9573401-the-rescue	112
Dewitched: The Untold Story of the Evil Queen (Dewitched, #1)	E.L. Sarnoff	3.7	321	1351880793s/15853094	15853094-dewitched	344
The Moving Finger (Miss Marple, #4)	Agatha Christie	3.83	15000	1396227246s/16341	16341.The_Moving_Finger	299
Skinwalker (Jane Yellowrock, #1)	Faith Hunter	3.88	21718	1400516601s/5585788	5585788-skinwalker	320
The Moon and Sixpence	W. Somerset Maugham	4.09	10944	1348314865s/44796	44796.The_Moon_and_Sixpence	192
Rogue's Paradise (Covenant of Thorns, #3)	Jeffe Kennedy	4.32	94	1402304027s/22446955	22446955-rogue-s-paradise	280
Flowers in the Attic (Dollanganger, #1)	V.C. Andrews	3.78	109523	1327880853s/43448	43448.Flowers_in_the_Attic	389
The Case of the Peculiar Pink Fan (Enola Holmes Mysteries, #4)	Nancy Springer	4.1	2459	1348746676s/3039234	3039234-the-case-of-the-peculiar-pink-fan	183
Bone Gap	Laura Ruby	3.91	8342	1403129490s/22535489	22535489-bone-gap	368
The Drifting (The Velesi Trilogy, #2)	L. Filloon	4.2	2040	1349254162s/16036611	16036611-the-drifting	344
Lowcountry Summer (Lowcountry Tales, #7)	Dorothea Benton Frank	3.78	3992	1327888605s/7721416	7721416-lowcountry-summer	344
Arrow's Fall (Heralds of Valdemar, #3)	Mercedes Lackey	4.17	16382	1388518059s/14014	14014.Arrow_s_Fall	319
Shadowspell (Faeriewalker, #2)	Jenna Black	4.01	11344	1442899334s/8161632	8161632-shadowspell	295
The Dark River (Fourth Realm, #2)	John Twelve Hawks	3.75	4930	1328333968s/11277077	11277077-the-dark-river	515
The Kill (The Forbidden Game, #3)	L.J. Smith	4.16	3063	1388890756s/333670	333670.The_Kill	228
Silver (Trilogia dei sogni, #1)	Kerstin Gier	4.1	10131	1424195674s/24958024	24958024-silver	323
Revelations (Bloodlines, #3)	Lindsay Anne Kendal	4.02	256	1367714489s/11733930	11733930-revelations	300
Faith, Courage, Wisdom, Strength and Hope: Inspirational Poetry That Comes from the Heart	Stacey Chillemi	4.75	4	1267010247s/2668919	2668919-faith-courage-wisdom-strength-and-hope	60
The Crab With the Golden Claws (Tintin, #9)	Herg̩	4.03	8006	1328086778s/165555	165555.The_Crab_With_the_Golden_Claws	63
Truancy City (Truancy, #2)	Isamu Fukui	4.25	136	1400607579s/13539149	13539149-truancy-city	384
City of Quartz: Excavating the Future in Los Angeles	Mike Davis	4.1	2193	1377731720s/484028	484028.City_of_Quartz	480
The Greyfriar (Vampire Empire, #1)	Clay Griffith	3.84	4252	1281669917s/8140709	8140709-the-greyfriar	303
The Harper Hall of Pern (Pern: Harper Hall, #1-3)	Anne McCaffrey	4.4	5048	1336498847s/177938	177938.The_Harper_Hall_of_Pern	500
Bed of Roses (Bride Quartet, #2)	Nora Roberts	4.1	43776	1316972420s/6070950	6070950-bed-of-roses	335
On the Loose (Katie Parker Productions, #2)	Jenny B. Jones	4.36	1429	1344687292s/1832906	1832906.On_the_Loose	367
Follow the Stars Home	Luanne Rice	4.08	5114	1320475566s/328469	328469.Follow_the_Stars_Home	462
Lichgates (The Grimoire Saga, #1)	S.M. Boyce	3.88	2096	1375658489s/12900806	12900806-lichgates	414
The Trouble with Spells (Of Witches and Warlocks, #1)	Lacey Weatherford	3.89	4142	1310116888s/10833874	10833874-the-trouble-with-spells	326
The Singing Sword (Camulod Chronicles, #2)	Jack Whyte	4.25	5057	1432909532s/372493	372493.The_Singing_Sword	384
City of Ships (Stravaganza, #5)	Mary Hoffman	4	2037	1268267791s/6671653	6671653-city-of-ships	368
Being Jamie Baker (Jamie Baker, #1)	Kelly Oram	4.03	4948	1347981559s/7238737	7238737-being-jamie-baker	353
Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)	R.A. Salvatore	4.11	18123	1388604857s/239102	239102.Starless_Night	320
A Long, Long Sleep (UniCorp #1)	Anna Sheehan	3.84	5885	1320556385s/10271616	10271616-a-long-long-sleep	352
Beat to Quarters (Hornblower Saga: Chronological Order, #6)	C.S. Forester	4.25	6412	1344269087s/84730	84730.Beat_to_Quarters	273
The Book of Shadows (Herculine, #1)	James Reese	3.3	1034	1172527529s/185695	185695.The_Book_of_Shadows	624
The Original Illustrated Sherlock Holmes: 37 Short Stories Plus a Complete Novel	Arthur Conan Doyle	4.5	2465	1356466159s/76234	76234.The_Original_Illustrated_Sherlock_Holmes	636
The Key (Guardians of Time, #3)	Marianne Curley	4.16	4234	1386913877s/104571	104571.The_Key	416
Night (The Night Trilogy, #1)	Elie Wiesel	4.27	594095	1391969340s/1617	1617.Night	115
Outcast of Redwall (Redwall, #8)	Brian Jacques	3.89	15151	1422350841s/7998	7998.Outcast_of_Redwall	368
Hotter After Midnight (Midnight, #1)	Cynthia Eden	3.93	5268	1348440628s/2754526	2754526-hotter-after-midnight	272
My Bonny Light Horseman: Being an Account of the Further Adventures of Jacky Faber, in Love and War (Bloody Jack, #6)	L.A. Meyer	4.24	5536	1328833109s/3026017	3026017-my-bonny-light-horseman	436
A Time to Speak (Out of Time, #2)	Nadine Brandes	4.77	106	1433266919s/24466484	24466484-a-time-to-speak	458
Simplicity Parenting: Using the Extraordinary Power of Less to Raise Calmer, Happier, and More Secure Kids	Kim John Payne	4.14	4277	1320462716s/6129974	6129974-simplicity-parenting	256
Vampire Mistress (Vampire Queen, #5)	Joey W. Hill	4.27	1127	1257939951s/7095049	7095049-vampire-mistress	400
Bitterroot (Billy Bob Holland, #3)	James Lee Burke	3.94	2341	1314476563s/55028	55028.Bitterroot	480
Carrier of the Mark (Carrier, #1)	Leigh Fallon	3.53	10780	1307640737s/10335701	10335701-carrier-of-the-mark	342
The Walking Dead, Vol. 16: A Larger World	Robert Kirkman	4.16	8160	1337002667s/13581999	13581999-the-walking-dead-vol-16	136
Ti Amo, Tia Amoria	Karla M. Nashar	3.89	1202	1312769052s/12323980	12323980-ti-amo-tia-amoria	344
Tipperary	Frank Delaney	3.68	1084	1266633325s/749194	749194.Tipperary	448
Non-A	A.E. van Vogt	3.75	3083	1456147204s/29243363	29243363-non-a	430
Almost Perfect (Fool's Gold, #2)	Susan Mallery	4.01	10200	1397514154s/7633211	7633211-almost-perfect	379
Death Comes for the Fat Man (Dalziel & Pascoe, #22)	Reginald Hill	4.16	2377	1389106801s/221679	221679.Death_Comes_for_the_Fat_Man	404
Killers of the Dawn (Cirque Du Freak, #9)	Darren Shan	4.23	18419	1266449853s/8952	8952.Killers_of_the_Dawn	206
Simple Perfection (Rosemary Beach, #6; Perfection, #2)	Abbi Glines	4.26	33893	1415743194s/17449417	17449417-simple-perfection	256
Master of the Mountain (Mountain Masters & Dark Haven, #1)	Cherise Sinclair	4.1	13662	1453406814s/6690549	6690549-master-of-the-mountain	207
Last Chance Beauty Queen (Last Chance, #3)	Hope Ramsay	3.89	504	1328012327s/12087888	12087888-last-chance-beauty-queen	368
Bitten & Smitten (Immortality Bites, #1)	Michelle Rowen	3.68	7012	1328001700s/68400	68400.Bitten_Smitten	400
Good Morning, Midnight	Jean Rhys	3.95	3500	1348079526s/538898	538898.Good_Morning_Midnight	192
Fearscape (The Devouring, #3)	Simon Holt	4.18	1687	1272766436s/7823797	7823797-fearscape	314
The Midnight Heir (The Bane Chronicles, #4)	Cassandra Clare	4.16	10928	1376078133s/17334074	17334074-the-midnight-heir	64
Betsy and the Great World (Betsy-Tacy, #9)	Maud Hart Lovelace	4.28	3145	1387750378s/7891	7891.Betsy_and_the_Great_World	321
The Falls (Inspector Rebus, #12)	Ian Rankin	3.99	6765	1183367467s/1408029	1408029.The_Falls	479
Thief's Covenant (Widdershins Adventures, #1)	Ari Marmell	3.7	1760	1328393568s/11276935	11276935-thief-s-covenant	273
Mother, Come Home	Paul Hornschemeier	4.06	1504	1387732235s/114967	114967.Mother_Come_Home	128
53 Letters for My Lover (53 Letters for My Lover, #1)	Leylah Attar	4.29	1649	1402617767s/22449572	22449572-53-letters-for-my-lover	396
Sins of the Angels (Grigori Legacy, #1)	Linda Poitevin	3.55	1166	1390799726s/10661603	10661603-sins-of-the-angels	325
The Chaos King (Wall and the Wing, #2)	Laura Ruby	3.95	313	1347752747s/169827	169827.The_Chaos_King	325
Mercy Blade (Jane Yellowrock, #3)	Faith Hunter	4.21	14097	1388337237s/8100979	8100979-mercy-blade	305
Voice of the Gods (Age of the Five, #3)	Trudi Canavan	4.04	9009	1410141970s/28247	28247.Voice_of_the_Gods	592
The Haunted (The Hollow, #2)	Jessica Verday	4.15	12431	1388458635s/7159016	7159016-the-haunted	467
The Complete Oz	L. Frank Baum	4.23	1865	1170538578s/60166	60166.The_Complete_Oz	784
Amante Despierto (La hermandad de la Daga Negra, #3)	J.R. Ward	4.46	132676	1298054542s/10503497	10503497-amante-despierto	472
Vengeance Is Mine: A Novel Of Anne Boleyn, Katherine Howard, And Lady Rochford  The Woman Who Helped Destroy Them Both	Brandy Purdy	3.58	894	1327884112s/2463887	2463887.Vengeance_Is_Mine	260
Ember X (Death Collectors, #1)	Jessica Sorensen	3.9	3719	1365215789s/15924677	15924677-ember-x	370
Traveling Light: Releasing the Burdens You Were Never Intended to Bear	Max Lucado	4.24	6553	1408113465s/56636	56636.Traveling_Light	240
Wicked Knight (Knight Brothers, #1)	Tierney O'Malley	3.65	97	1339181809s/15561184	15561184-wicked-knight	215
Darkfall (The Legendsong, #1)	Isobelle Carmody	4.21	1719	1372164729s/198581	198581.Darkfall	616
Fruits Basket, Vol. 12	Natsuki Takaya	4.43	10233	1442881735s/244813	244813.Fruits_Basket_Vol_12	198
The Restless Sea (The Morland Dynasty, #27)	Cynthia Harrod-Eagles	4.31	161	1389270691s/439982	439982.The_Restless_Sea	512
Pyramids (Discworld, #7)	Terry Pratchett	3.87	45233	1439098306s/64217	64217.Pyramids	341
Falcondance (The Kiesha'ra, #3)	Amelia Atwater-Rhodes	3.85	6103	1388299043s/30332	30332.Falcondance	183
I Heart London (I Heart, #5)	Lindsey Kelk	4.12	5062	1329028438s/12980294	12980294-i-heart-london	366
Gods, Graves and Scholars: The Story of Archaeology	C.W. Ceram	4.21	1173	1403177424s/133411	133411.Gods_Graves_and_Scholars	536
Black Butler, Vol. 4 (Black Butler, #4)	Yana Toboso	4.45	7870	1325906642s/7972098	7972098-black-butler-vol-4	192
Blue-Eyed Devil (Travises, #2)	Lisa Kleypas	4.21	24292	1311990880s/1756703	1756703.Blue_Eyed_Devil	328
Tokyo Crazy Paradise, Vol. 1	Yoshiki Nakamura	4.37	2316	1247571146s/1497104	1497104.Tokyo_Crazy_Paradise_Vol_1	186
Arrow (Faery Rebels, #3)	R.J. Anderson	4.1	978	1279650302s/8068431	8068431-arrow	368
Quinn's Undying Rose (Scanguards Vampires, #6)	Tina Folsom	4.16	3592	1345817362s/15846228	15846228-quinn-s-undying-rose	318
Night School (Night School, #1)	C.J. Daugherty	4.03	10282	1352303569s/12576579	12576579-night-school	454
Eve & Adam (Eve & Adam, #1)	Michael  Grant	3.58	10990	1335162768s/13493463	13493463-eve-adam	291
Anarchy, State, and Utopia	Robert Nozick	3.74	3359	1422118065s/479572	479572.Anarchy_State_and_Utopia	384
Darkfire Kiss (Dragonfire, #6)	Deborah Cooke	4.15	1125	1389273189s/9645351	9645351-darkfire-kiss	394
Curses! A F**ked Up Fairytale (F***ed-Up Fairy Tale #1)	J.A. Kazimer	3.33	808	1316552376s/11779366	11779366-curses-a-f-ked-up-fairytale	320
Joust (Dragon Jousters, #1)	Mercedes Lackey	3.98	8783	1388335864s/13993	13993.Joust	448
Twice-Told Tales	Nathaniel Hawthorne	3.91	2127	1403189952s/47061	47061.Twice_Told_Tales	432
The Weight of Words (Words, #1)	Georgina Guthrie	4.04	784	1386743509s/19139026	19139026-the-weight-of-words	326
Beyond the Code (Warriors: Skyclan and the Stranger, #2)	Erin Hunter	4.25	1046	1428898808s/10680729	10680729-beyond-the-code	89
Blood Will Tell (Kate Shugak, #6)	Dana Stabenow	4.22	3235	1351456890s/571398	571398.Blood_Will_Tell	256
The Fairy-Tale Detectives (The Sisters Grimm, #1)	Michael Buckley	3.99	34840	1349272153s/176327	176327.The_Fairy_Tale_Detectives	284
M̩lusine (Doctrine of Labyrinths, #1)	Sarah Monette	3.63	3276	1388352167s/492069	492069.M_lusine	477
Better Date than Never Boxed Set: Vol. #1, Books 1-3 (Better Date than Never, #1-3)	Susan Hatler	4.12	43	1380300254s/18590111	18590111-better-date-than-never-boxed-set	189
Fire in My Heart, Ice in My Veins: A Journal for Teenagers Experiencing Loss	Enid Samuel Traisman	4	13	1387726005s/132643	132643.Fire_in_My_Heart_Ice_in_My_Veins	64
Untamed (Medieval, #1)	Elizabeth Lowell	4.01	5355	1431989028s/768313	768313.Untamed	416
Ramona Quimby, Age 8 (Ramona, #6)	Beverly Cleary	4.07	57023	1300270683s/91253	91253.Ramona_Quimby_Age_8	190
Paladin of Souls (Chalion, #2)	Lois McMaster Bujold	4.12	15046	1388350884s/61904	61904.Paladin_of_Souls	470
Ancillary Justice (Imperial Radch, #1)	Ann Leckie	3.96	33313	1397215917s/17333324	17333324-ancillary-justice	386
At̩ Amanh�_���_̩�_��_����, Camaradas	Manuel Tiago	4.15	104	1384105533s/6334008	6334008-at-amanh-camaradas	404
2nd Chance (Women's Murder Club, #2)	James Patterson	4	67214	1388186957s/13136	13136.2nd_Chance	400
The Gates (Samuel Johnson, #1)	John Connolly	3.78	8623	1348405681s/6411440	6411440-the-gates	296
Brookhaven (Web of Fate, #1)	J.C. Eggleton	4.21	19	1346625920s/15982689	15982689-brookhaven	264
The Lark and the Wren (Bardic Voices, #1)	Mercedes Lackey	4	7449	1326690578s/511206	511206.The_Lark_and_the_Wren	488
Witch & Wizard (Witch & Wizard, #1)	James Patterson	3.57	43668	1330071559s/6438404	6438404-witch-wizard	314
Vespers Rising (The 39 Clues, #11)	Rick Riordan	4.13	26167	1357211079s/9465845	9465845-vespers-rising	238
The Off Season (Dairy Queen, #2)	Catherine Gilbert Murdock	3.94	9100	1348611965s/649514	649514.The_Off_Season	277
Hillbilly Tales from the Smoky Mountains - And Other Homespun Remedies, Proverbs, and Poetry	Patricia H. Graham	3.93	45	1347792827s/11451865	11451865-hillbilly-tales-from-the-smoky-mountains---and-other-homespun-remedies	126
Crown of Stars (Crown of Stars, #7)	Kate Elliott	3.89	1908	1388182021s/21059	21059.Crown_of_Stars	672
Brian's Hunt (Brian's Saga, #5)	Gary Paulsen	4.01	6411	1388720124s/2913	2913.Brian_s_Hunt	105
Lily of the Nile (Cleopatra's Daughter, #1)	Stephanie Dray	3.88	3225	1281454009s/8413892	8413892-lily-of-the-nile	351
The Dragon's Mark (Rogue Angel #26)	Alex Archer	3.84	279	1347558752s/7772781	7772781-the-dragon-s-mark	316
Mistress of Rome (The Empress of Rome, #1)	Kate Quinn	4.06	8915	1442722370s/6581303	6581303-mistress-of-rome	470
The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)	R.A. Salvatore	4.18	20269	1389897830s/227454	227454.The_Legacy	352
Whiskey Lullaby (Love Songs, #1)	Dawn Martens	3.82	2099	1409079428s/18192905	18192905-whiskey-lullaby	205
The Stars Never Rise (The Stars Never Rise, #1)	Rachel Vincent	3.77	2399	1420315185s/17788681	17788681-the-stars-never-rise	368
Junjo Romantica, Volume 1	Shungiku Nakamura	4.34	6276	1388296253s/1098336	1098336.Junjo_Romantica_Volume_1	200
The Fires of Merlin (The Lost Years of Merlin, #3)	T.A. Barron	4.07	6836	1309213505s/18393	18393.The_Fires_of_Merlin	270
The Baker's Boy (Book of Words, #1)	J.V. Jones	3.75	6164	1348051389s/29137	29137.The_Baker_s_Boy	552
Peaches for Father Francis (Chocolat, #3)	Joanne Harris	3.94	6515	1339655829s/13588138	13588138-peaches-for-father-francis	453
Ethan, Who Loved Carter	Ryan Loveless	4.14	2890	1348003262s/15833525	15833525-ethan-who-loved-carter	210
The Intercept (Jeremy Fisk, #1)	Dick Wolf	3.78	3460	1354844324s/15755279	15755279-the-intercept	387
So Great a Cause (The Work and the Glory, #8)	Gerald N. Lund	4.33	7907	1266601539s/625556	625556.So_Great_a_Cause	536
Bewitched (The Seraphine Chronicles, #2)	Cheyenne McCray	3.87	109	1175882137s/569612	569612.Bewitched	183
Pure (Covenant, #2)	Jennifer L. Armentrout	4.35	40994	1296780419s/9761771	9761771-pure	329
Possession (Blood Ties, #2)	Jennifer Armintrout	3.8	3544	1421619099s/85744	85744.Possession	378
Stormchaser (The Edge Chronicles, #2)	Paul Stewart	4.12	6374	1350148846s/607458	607458.Stormchaser	386
First Touch (First and Last, #1)	Laurelin Paige	4.17	3541	1427734690s/23848461	23848461-first-touch	371
The Other Boleyn Girl (The Tudor Court, #2)	Philippa Gregory	4.03	370959	1355932638s/37470	37470.The_Other_Boleyn_Girl	661
Los d�_���_̩�_��_̩as del fuego (La saga de los confines, #3)	Liliana Bodoc	4.26	515	1428870051s/2141382	2141382.Los_d_as_del_fuego	468
Deviant (Blood & Roses, #1)	Callie Hart	4.09	12080	1391106068s/20564453	20564453-deviant	164
By the Sea: Poems of Love, Longing, and Lust	Feng Zhou	4.86	28	1394806263s/18939030	18939030-by-the-sea	148
Residual Moon (Moon, #1)	Kate Sweeney	3.7	47	1357083875s/4849253	4849253-residual-moon	240
Dissidence (Dissidence, #1)	Jamie Canosa	3.81	281	1353978729s/16173593	16173593-dissidence	364
Blood Moon (The Orcus Games Trilogy, #1)	Louise Herman	4	7	1360352316s/17341747	17341747-blood-moon	91
Toll the Hounds (The Malazan Book of the Fallen, #8)	Steven Erikson	4.32	14837	1442456749s/938544	938544.Toll_the_Hounds	832
When the Bough Breaks (SERRAted Edge, #3)	Mercedes Lackey	3.75	1487	1219131803s/847791	847791.When_the_Bough_Breaks	279
Meeresrauschen (Meeresfl�_̩stern, #2)	Patricia Schr�_���_�_��_̩der	3.75	134	1369955007s/15764997	15764997-meeresrauschen	461
Een storm van zwaarden: Bloed en goud (Het Lied van IJs en Vuur #3, deel 2 van 2)	George R.R. Martin	4.56	56572	1372774424s/3046107	3046107-een-storm-van-zwaarden	608
The Teutonic Knights	Henryk Sienkiewicz	3.33	3190	1387715014s/759212	759212.The_Teutonic_Knights	786
Roadkill (Cal Leandros, #5)	Rob Thurman	4.11	3627	1406937624s/6624702	6624702-roadkill	352
In the Cities of Coin and Spice (The Orphan's Tales, #2)	Catherynne M. Valente	4.39	1869	1320495997s/547448	547448.In_the_Cities_of_Coin_and_Spice	516
Nana, Vol. 1 (Nana, #1)	Ai Yazawa	4.2	25495	1388701565s/98413	98413.Nana_Vol_1	192
Goddess of Love (Goddess Summoning, #5)	P.C. Cast	4.06	4022	1328297806s/7768158	7768158-goddess-of-love	368
Deadlocked (Sookie Stackhouse, #12)	Charlaine Harris	3.62	76493	1357995380s/10407279	10407279-deadlocked	327
Beyond This Moment (Timber Ridge Reflections, #2)	Tamera Alexander	4.23	2753	1400175908s/3568996	3568996-beyond-this-moment	398
Welcome to the World, Baby Girl! (Elmwood Springs, #1)	Fannie Flagg	3.82	17573	1388751778s/84022	84022.Welcome_to_the_World_Baby_Girl_	480
Wrayth (Book of the Order, #3)	Philippa Ballantine	3.91	827	1335810614s/13480291	13480291-wrayth	309
The Squire's Tale (The Squire's Tales, #1)	Gerald Morris	3.96	6931	1361233307s/283022	283022.The_Squire_s_Tale	212
Boreaksen lapset (Pohjoistuuli, #1)	Anu Holopainen	3.37	60	1337514744s/2812137	2812137-boreaksen-lapset	237
Ella Enchanted	Gail Carson Levine	3.96	313133	1410727190s/24337	24337.Ella_Enchanted	232
Immortal War (Vampirates, #6)	Justin Somper	4.24	1137	1327960297s/6441527	6441527-immortal-war	401
Wethering the Storm (The Storm, #2)	Samantha Towle	4.34	26508	1368083888s/16053316	16053316-wethering-the-storm	401
Renegade's Magic (Soldier Son, #3)	Robin Hobb	3.45	10243	1290919036s/1593623	1593623.Renegade_s_Magic	691
Unremembered (Unremembered, #1)	Jessica Brody	3.69	5784	1342834815s/9791892	9791892-unremembered	320
The Divergent Series 2-Book Collection (Divergent, #1-2)	Veronica Roth	4.58	12904	1341816250s/15743078	15743078-the-divergent-series-2-book-collection	643
Vacation Under the Volcano (Magic Tree House, #13)	Mary Pope Osborne	3.94	7599	1320465568s/126574	126574.Vacation_Under_the_Volcano	74
London Is the Best City in America	Laura Dave	3.43	2001	1332107852s/3921	3921.London_Is_the_Best_City_in_America	256
San Manuel Bueno, m��rtir	Miguel de Unamuno	3.88	2888	1386912237s/64503	64503.San_Manuel_Bueno_m_rtir	172
Dream Caster (Dream Cycle, #1)	Najeev Raj Nadarajah	4.16	167	1437143444s/16077824	16077824-dream-caster	362
Fallout (Crank, #3)	Ellen Hopkins	4.29	23599	1432084125s/7171876	7171876-fallout	665
Vampire Academy Box Set (Vampire Academy, #1-4)	Richelle Mead	4.61	26268	1281267849s/8718952	8718952-vampire-academy-box-set	1680
Sadist Lover (Sadist Lover, #1)	Aril Daine	4.47	2511	1381552628s/13633444	13633444-sadist-lover	196
