title	author	avg_rating	ratings	img	url
George's Marvellous Medicine	Roald Dahl	4.01	48610	1348265460s/74532	74532.George_s_Marvellous_Medicine
The Crying of Lot 49	Thomas Pynchon	3.71	48562	1375727632s/2794	2794.The_Crying_of_Lot_49
Rant	Chuck Palahniuk	3.81	48555	1388248283s/22285	22285.Rant
Incarceron (Incarceron, #1)	Catherine Fisher	3.64	48508	1327414514s/332775	332775.Incarceron
The Man in the Brown Suit	Agatha Christie	3.95	48506	1390018729s/209194	209194.The_Man_in_the_Brown_Suit
Lisey's Story	Stephen King	3.63	48475	1316346037s/10566	10566.Lisey_s_Story
Faithful Place (Dublin Murder Squad, #3)	Tana French	3.95	48427	1291165900s/7093952	7093952-faithful-place
Out of the Dust	Karen Hesse	3.73	48417	1328867076s/25346	25346.Out_of_the_Dust
Pinocchio	Carlo Collodi	3.84	48357	1327938097s/180617	180617.Pinocchio
Fairest	Gail Carson Levine	3.86	48348	1348108149s/183660	183660.Fairest
GalÃƒÂ¡pagos	Kurt Vonnegut	3.86	48313	1355012643s/9593	9593.Gal_pagos
La mÃƒÂºsica del silencio (CrÃƒÂ³nica del Asesino de Reyes, #2.5)	Patrick Rothfuss	3.91	48308	1405690765s/22740436	22740436-la-m-sica-del-silencio
The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5)	Patrick Rothfuss	3.91	48308	1398466695s/21535271	21535271-the-slow-regard-of-silent-things
Hounded (The Iron Druid Chronicles, #1)	Kevin Hearne	4.12	48290	1327883998s/9533378	9533378-hounded
My Favorite Mistake (My Favorite Mistake, #1)	Chelsea M. Cameron	4.02	48280	1370774562s/17348308	17348308-my-favorite-mistake
While It Lasts (Sea Breeze, #3)	Abbi Glines	4.25	48263	1332261619s/13496738	13496738-while-it-lasts
The Good, the Bad, and the Undead (The Hollows, #2)	Kim Harrison	4.25	48224	1391023304s/30262	30262.The_Good_the_Bad_and_the_Undead
The Long Winter (Little House, #6)	Laura Ingalls Wilder	4.18	48192	1266449683s/8282	8282.The_Long_Winter
The Black Cauldron (The Chronicles of Prydain #2)	Lloyd Alexander	4.13	48166	1405377996s/24784	24784.The_Black_Cauldron
Kiss of Midnight (Midnight Breed,  #1)	Lara Adrian	3.94	48155	1327884885s/704043	704043.Kiss_of_Midnight
The Cricket in Times Square	George Selden	4	48142	1387735970s/24384	24384.The_Cricket_in_Times_Square
The Hangman's Daughter (The Hangman's Daughter, #1)	Oliver PÃƒÂ¶tzsch	3.69	48136	1327868295s/9496240	9496240-the-hangman-s-daughter
Smoke and Mirrors	Neil Gaiman	4.05	48134	1409595076s/16790	16790.Smoke_and_Mirrors
Come Away with Me (With Me in Seattle, #1)	Kristen Proby	3.95	48084	1350383614s/16070521	16070521-come-away-with-me
The Calvin and Hobbes Tenth Anniversary Book	Bill Watterson	4.63	48076	1429324469s/24813	24813.The_Calvin_and_Hobbes_Tenth_Anniversary_Book
These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)	Nancy E. Turner	4.35	48054	1388190502s/348225	348225.These_Is_My_Words
Left Neglected	Lisa Genova	3.93	48049	1285414621s/8492768	8492768-left-neglected
Midnight Alley (The Morganville Vampires, #3)	Rachel Caine	4.12	48043	1388182869s/544257	544257.Midnight_Alley
If You Give a Moose a Muffin	Laura Joffe Numeroff	4.17	48042	1384259273s/826584	826584.If_You_Give_a_Moose_a_Muffin
These Happy Golden Years (Little House, #8)	Laura Ingalls Wilder	4.15	48021	1389579632s/77770	77770.These_Happy_Golden_Years
Flyte (Septimus Heap, #2)	Angie Sage	3.98	47973	1442694368s/355917	355917.Flyte
All In (The Blackstone Affair, #2)	Raine Miller	4.11	47966	1358492101s/16001443	16001443-all-in
The Magician King (The Magicians, #2)	Lev Grossman	3.89	47943	1316177353s/10079321	10079321-the-magician-king
Jewels of the Sun (Gallaghers of Ardmore, #1)	Nora Roberts	4.21	47940	1388194052s/59810	59810.Jewels_of_the_Sun
The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)	Stephenie Meyer	4.27	47927	1388184702s/8726744	8726744-the-twilight-saga-complete-collection
The Twilight Saga Complete Collection (Twilight, #1-4, Bree Tanner)	Stephenie Meyer	4.27	47927	1328323728s/13013742	13013742-the-twilight-saga-complete-collection
Child 44 (Leo Demidov, #1)	Tom Rob Smith	4.07	47860	1326549060s/2161733	2161733.Child_44
The Trumpet of the Swan	E.B. White	4.04	47858	1388308307s/24335	24335.The_Trumpet_of_the_Swan
The Magicians' Guild (Black Magician, #1)	Trudi Canavan	3.96	47839	1327356788s/28249	28249.The_Magicians_Guild
Archer's Voice	Mia Sheridan	4.49	47793	1390778440s/20639274	20639274-archer-s-voice
Bunnicula	James Howe	3.83	47769	1348802537s/281235	281235.Bunnicula
Brother Odd (Odd Thomas, #3)	Dean Koontz	3.97	47746	1406835501s/14996	14996.Brother_Odd
Im freien Fall oder wie ich mich in eine Pappfigur verliebte (Flat-Out Love, #1)	Jessica Park	4.02	47740	1399907107s/22071915	22071915-im-freien-fall-oder-wie-ich-mich-in-eine-pappfigur-verliebte
Flat-Out Love (Flat-Out Love, #1)	Jessica Park	4.02	47740	1361307724s/11096647	11096647-flat-out-love
The Great Dune Trilogy	Frank Herbert	4.35	47736	1419962914s/53764	53764.The_Great_Dune_Trilogy
Still Life (Chief Inspector Armand Gamache, #1)	Louise Penny	3.92	47686	1324373974s/338691	338691.Still_Life
NOS4A2	Joe Hill	4.04	47662	1369591617s/15729539	15729539-nos4a2
NOS4R2	Joe Hill	4.04	47662	1367669826s/17881924	17881924-nos4r2
Wool (Wool, #1)	Hugh Howey	4.11	47662	1327889474s/12287209	12287209-wool
Cry, the Beloved Country	Alan Paton	3.85	47644	1344182368s/6150	6150.Cry_the_Beloved_Country
What I Talk About When I Talk About Running	Haruki Murakami	3.76	47641	1388187962s/2195464	2195464.What_I_Talk_About_When_I_Talk_About_Running
The Merry Adventures of Robin Hood	Howard Pyle	4.05	47579	1389006722s/93007	93007.The_Merry_Adventures_of_Robin_Hood
Ink Exchange (Wicked Lovely, #2)	Melissa Marr	3.67	47564	1275693727s/2321296	2321296.Ink_Exchange
Brida	Paulo Coelho	3.46	47518	1403772793s/68591	68591.Brida
The Yellow Wall-Paper	Charlotte Perkins Gilman	4.11	47514	1351778524s/286957	286957.The_Yellow_Wall_Paper
Carry On	Rainbow Rowell	4.16	47502	1455989059s/28356624	28356624-carry-on
Ubik	Philip K. Dick	4.1	47483	1327995569s/22590	22590.Ubik
Rules of Prey (Lucas Davenport, #1)	John Sandford	4.13	47459	1442064932s/37301	37301.Rules_of_Prey
A Tale for the Time Being	Ruth Ozeki	3.96	47428	1451442345s/15811545	15811545-a-tale-for-the-time-being
Gossip Girl (Gossip Girl, #1)	Cecily von Ziegesar	3.5	47383	1398814332s/22188	22188.Gossip_Girl
I Am Pilgrim (Pilgrim, #1)	Terry Hayes	4.21	47354	1385147791s/18887172	18887172-i-am-pilgrim
The Yiddish Policemen's Union	Michael Chabon	3.68	47350	1386925449s/16703	16703.The_Yiddish_Policemen_s_Union
The Field Guide (The Spiderwick Chronicles, #1)	Holly Black	3.81	47336	1358701476s/444304	444304.The_Field_Guide
Fang (Maximum Ride, #6)	James Patterson	4.08	47291	1344269411s/6431790	6431790-fang
Ã˜Â§Ã™â€žÃ˜Â£Ã˜Â³Ã™Ë†Ã˜Â¯ Ã™Å Ã™â€žÃ™Å Ã™â€š Ã˜Â¨Ã™Æ’	Ã˜Â£Ã˜Â­Ã™â€žÃ˜Â§Ã™â€¦ Ã™â€¦Ã˜Â³Ã˜ÂªÃ˜ÂºÃ˜Â§Ã™â€ Ã™â€¦Ã™Å 	3.76	47288	1351004560s/16081961	16081961
Magic Strikes (Kate Daniels, #3)	Ilona Andrews	4.44	47287	1331615093s/4345498	4345498-magic-strikes
Ghost Story	Peter Straub	3.95	47274	1441771752s/19581	19581.Ghost_Story
Queen of Sorcery (The Belgariad, #2)	David Eddings	4.13	47225	1428943169s/587582	587582.Queen_of_Sorcery
Feet of Clay (Discworld, #19; City Watch #3)	Terry Pratchett	4.24	47214	1320490628s/34527	34527.Feet_of_Clay
The Lottery and Other Stories	Shirley Jackson	4.06	47199	1416448200s/89723	89723.The_Lottery_and_Other_Stories
Because of Low (Sea Breeze, #2)	Abbi Glines	4.15	47183	1322924946s/13146214	13146214-because-of-low
Velocity	Dean Koontz	3.85	47175	1386924205s/32421	32421.Velocity
If You Give a Pig a Pancake	Laura Joffe Numeroff	4.22	47175	1384260096s/826585	826585.If_You_Give_a_Pig_a_Pancake
Worth Dying For (Jack Reacher, #15)	Lee Child	4.2	47146	1356095648s/8357992	8357992-worth-dying-for
The Story of Babar	Jean de Brunhoff	4.07	47132	1353333493s/356321	356321.The_Story_of_Babar
The Mote in God's Eye	Larry Niven	4.06	47126	1399490037s/100365	100365.The_Mote_in_God_s_Eye
The Bachman Books	Richard Bachman	4.08	47118	1374049003s/10617	10617.The_Bachman_Books
Written in My Own Heart's Blood (Outlander, #8)	Diana Gabaldon	4.47	47080	1365173799s/11710373	11710373-written-in-my-own-heart-s-blood
Running Blind (Jack Reacher, #4)	Lee Child	4.07	47064	1174926706s/455925	455925.Running_Blind
The Hour I First Believed	Wally Lamb	3.78	47052	1438893201s/3086160	3086160-the-hour-i-first-believed
Fool's Errand (Tawny Man, #1)	Robin Hobb	4.26	47000	1360508839s/68488	68488.Fool_s_Errand
Stargazer (Evernight, #2)	Claudia Gray	3.8	46997	1306376986s/3054684	3054684-stargazer
Three Mistakes of My Life	Chetan Bhagat	2.96	46992	1384385700s/18803832	18803832-three-mistakes-of-my-life
The 3 Mistakes of My Life	Chetan Bhagat	2.96	46991	1216107646s/3320520	3320520-the-3-mistakes-of-my-life
Drive: The Surprising Truth About What Motivates Us	Daniel H. Pink	3.93	46977	1348931599s/6452796	6452796-drive
Heir to the Empire (Star Wars: The Thrawn Trilogy, #1)	Timothy Zahn	4.1	46947	1398253847s/216443	216443.Heir_to_the_Empire
The Dovekeepers	Alice Hoffman	4.01	46947	1306253903s/10950924	10950924-the-dovekeepers
The Lost Boy (Dave Pelzer #2)	Dave Pelzer	4.07	46945	1282635105s/2743	2743.The_Lost_Boy
Soul of the Fire (Sword of Truth, #5)	Terry Goodkind	3.86	46911	1441602228s/761732	761732.Soul_of_the_Fire
The Prince (The Selection, #0.5)	Kiera Cass	3.93	46867	1354127071s/15820748	15820748-the-prince
The Death and Life of Charlie St. Cloud	Ben Sherwood	4	46857	1329827169s/263050	263050.The_Death_and_Life_of_Charlie_St_Cloud
The Kissing Hand	Audrey Penn	4.4	46844	1348776209s/18419	18419.The_Kissing_Hand
A Bad Case of Stripes	David Shannon	4.23	46822	1328867924s/474858	474858.A_Bad_Case_of_Stripes
Mother Night	Kurt Vonnegut	4.19	46819	1344621657s/9592	9592.Mother_Night
Lies (Gone, #3)	Michael  Grant	4.09	46801	1257814886s/6686092	6686092-lies
Blood Red Road (Dust Lands, #1)	Moira Young	3.96	46795	1293651959s/9917938	9917938-blood-red-road
Point of Origin (Kay Scarpetta, #9)	Patricia Cornwell	4.01	46764	1399629118s/6531	6531.Point_of_Origin
Look Me in the Eye: My Life with Asperger's	John Elder Robison	3.9	46760	1320509615s/454856	454856.Look_Me_in_the_Eye
North and South (North and South, #1)	John Jakes	4.18	46717	1390174619s/159178	159178.North_and_South
Lasher (Lives of the Mayfair Witches, #2)	Anne Rice	3.83	46687	1365057799s/17729961	17729961-lasher
Magic Burns (Kate Daniels, #2)	Ilona Andrews	4.33	46680	1311280284s/1811543	1811543.Magic_Burns
The Awakening (The Vampire Diaries, #1)	L.J. Smith	3.42	46665	1266542802s/395922	395922.The_Awakening
Infinite Jest	David Foster Wallace	4.33	46663	1446876799s/6759	6759.Infinite_Jest
Beauty from Pain (Beauty, #1)	Georgia Cates	4.27	46644	1360699932s/17156015	17156015-beauty-from-pain
A Hunger Like No Other (Immortals After Dark #2)	Kresley Cole	4.21	46619	1357616154s/14384	14384.A_Hunger_Like_No_Other
The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1Ã¢â‚¬â€œ3)	Sophocles	3.95	46608	1442516053s/1540	1540.The_Oedipus_Cycle
The Three Theban Plays: Antigone / Oedipus the King / Oedipus at Colonus	Sophocles	3.95	46608	1309203239s/1542	1542.The_Three_Theban_Plays
The Mammoth Hunters (Earth's Children, #3)	Jean M. Auel	3.87	46598	1388257676s/49824	49824.The_Mammoth_Hunters
Notorious Nineteen (Stephanie Plum, #19)	Janet Evanovich	3.87	46575	1345653049s/14740588	14740588-notorious-nineteen
The General's Daughter	Nelson DeMille	4.06	46566	1334443536s/98427	98427.The_General_s_Daughter
Key of Light (Key Trilogy, #1)	Nora Roberts	4.16	46518	1178133365s/762053	762053.Key_of_Light
Wild at Heart: Discovering the Secret of a Man's Soul	John Eldredge	3.91	46487	1430401288s/1846	1846.Wild_at_Heart
I Hope They Serve Beer in Hell (Tucker Max, #1)	Tucker Max	3.52	46451	1388179505s/9010	9010.I_Hope_They_Serve_Beer_in_Hell
Magic Bleeds (Kate Daniels, #4)	Ilona Andrews	4.47	46420	1407110429s/6479550	6479550-magic-bleeds
Witches Abroad (Discworld, #12; Witches #3)	Terry Pratchett	4.17	46410	1403326937s/2442	2442.Witches_Abroad
The 19th Wife	David Ebershoff	3.62	46390	1255632165s/2586771	2586771-the-19th-wife
The Gathering (Darkness Rising, #1)	Kelley Armstrong	4.03	46360	1277820938s/7896345	7896345-the-gathering
Between the World and Me	Ta-Nehisi Coates	4.39	46345	1451435027s/25489625	25489625-between-the-world-and-me
The Hotel New Hampshire	John Irving	3.87	46331	1318013543s/11768	11768.The_Hotel_New_Hampshire
Sahara (Dirk Pitt, #11)	Clive Cussler	3.94	46288	1169751349s/41716	41716.Sahara
Narcissus in Chains (Anita Blake, Vampire Hunter, #10)	Laurell K. Hamilton	3.88	46275	1386179578s/30248	30248.Narcissus_in_Chains
God Emperor of Dune (Dune Chronicles, #4)	Frank Herbert	3.79	46267	1327131560s/42432	42432.God_Emperor_of_Dune
The Book of Negroes	Lawrence Hill	4.43	46254	1417983381s/23316548	23316548-the-book-of-negroes
The A.B.C. Murders (Hercule Poirot, #13)	Agatha Christie	3.95	46226	1389733983s/16322	16322.The_A_B_C_Murders
I Am Legend	Richard Matheson	4.06	46200	1390170456s/14064	14064.I_Am_Legend
The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)	Michael Scott	4.12	46189	1320460606s/6693332	6693332-the-necromancer
My Utmost for His Highest	Oswald Chambers	4.38	46179	1389470852s/175510	175510.My_Utmost_for_His_Highest
Lover at Last (Black Dagger Brotherhood, #11)	J.R. Ward	4.3	46168	1339084717s/13570854	13570854-lover-at-last
Catching Jordan	Miranda Kenneally	3.86	46163	1327875803s/9888775	9888775-catching-jordan
The Affair (Jack Reacher, #16)	Lee Child	4.1	46160	1327982045s/10428708	10428708-the-affair
Unbelievable (Pretty Little Liars, #4)	Sara Shepard	4.08	46083	1424998959s/1537534	1537534.Unbelievable
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible	A.J. Jacobs	3.75	46072	1327977486s/495395	495395.The_Year_of_Living_Biblically
Rachel's Holiday (Walsh Family, #2)	Marian Keyes	3.91	46060	1407709261s/9301	9301.Rachel_s_Holiday
The Ask and the Answer (Chaos Walking #2)	Patrick Ness	4.2	46055	1421774364s/20758103	20758103-the-ask-and-the-answer
The Ask and the Answer (Chaos Walking, #2)	Patrick Ness	4.2	46055	1408312960s/6043849	6043849-the-ask-and-the-answer
JautÃ„Âjums un Atbilde (Haosa spÃ„â€œle, #2)	Patrick Ness	4.2	46055	1338463950s/14742560	14742560-jaut-jums-un-atbilde
A Dog's Purpose (A Dog's Purpose, #1)	W. Bruce Cameron	4.32	46019	1441219933s/7723542	7723542-a-dog-s-purpose
The Dead Girls' Dance (The Morganville Vampires, #2)	Rachel Caine	4.07	45998	1388182865s/261122	261122.The_Dead_Girls_Dance
Spell Bound (Hex Hall, #3)	Rachel Hawkins	4.1	45997	1313010167s/11454587	11454587-spell-bound
The Beekeeper's Apprentice (Mary Russell, #1)	Laurie R. King	4.08	45981	1390284148s/91661	91661.The_Beekeeper_s_Apprentice
Captivating: Unveiling the Mystery of a Woman's Soul	John Eldredge	3.91	45898	1442893930s/11413	11413.Captivating
Tikki Tikki Tembo	Arlene Mosel	4.21	45878	1317064300s/551876	551876.Tikki_Tikki_Tembo
Sea Swept (Chesapeake Bay Saga, #1)	Nora Roberts	4.23	45805	1423013952s/628139	628139.Sea_Swept
The Wasp Factory	Iain Banks	3.86	45789	1434940562s/567678	567678.The_Wasp_Factory
Mr. Popper's Penguins	Richard Atwater	3.94	45782	1388185174s/61549	61549.Mr_Popper_s_Penguins
The Lacuna	Barbara Kingsolver	3.75	45781	1355810301s/6433752	6433752-the-lacuna
Burned (Burned, #1)	Ellen Hopkins	4.24	45774	1388719598s/270807	270807.Burned
The Power of Positive Thinking	Norman Vincent Peale	4.07	45750	1387739193s/1134122	1134122.The_Power_of_Positive_Thinking
Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)	Mark Cotta Vaz	4.43	45714	1442369092s/7351574	7351574-eclipse
Silas Marner	George Eliot	3.56	45697	1347323528s/54539	54539.Silas_Marner
I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away	Bill Bryson	3.89	45691	1388184037s/25	25.I_m_a_Stranger_Here_Myself
What If?: Serious Scientific Answers to Absurd Hypothetical Questions	Randall Munroe	4.15	45685	1412425183s/21454912	21454912-what-if
The Distant Hours	Kate Morton	3.86	45657	1358273860s/6746018	6746018-the-distant-hours
Ashes to Ashes (Kovac and Liska, #1)	Tami Hoag	4.02	45652	1386925628s/84847	84847.Ashes_to_Ashes
A Widow for One Year	John Irving	3.73	45651	1375776653s/4659	4659.A_Widow_for_One_Year
Cat and Mouse (Alex Cross, #4)	James Patterson	3.95	45642	1375828879s/21436	21436.Cat_and_Mouse
The Sorrows of Young Werther	Johann Wolfgang von Goethe	3.62	45637	1386920896s/16640	16640.The_Sorrows_of_Young_Werther
SuferinÃˆâ€ºele tÃƒÂ¢nÃ„Æ’rului Werther	Johann Wolfgang von Goethe	3.62	45637	1280006175s/7408117	7408117-suferin-ele-t-n-rului-werther
The Fiery Heart (Bloodlines, #4)	Richelle Mead	4.4	45587	1383243238s/9833184	9833184-the-fiery-heart
Night Film	Marisha Pessl	3.77	45569	1364181583s/10281556	10281556-night-film
Olivia	Ian Falconer	4.13	45528	1349034348s/770051	770051.Olivia
The Innocent (Will Robie, #1)	David Baldacci	4.08	45475	1329854216s/12849385	12849385-the-innocent
Caleb's Crossing	Geraldine Brooks	3.8	45448	1303284000s/9684523	9684523-caleb-s-crossing
The Icebound Land (Ranger's Apprentice, #3)	John Flanagan	4.21	45400	1441400105s/127823	127823.The_Icebound_Land
If on a Winter's Night a Traveler	Italo Calvino	4.08	45373	1355316130s/374233	374233.If_on_a_Winter_s_Night_a_Traveler
Outbreak (Dr. Marissa Blumenthal, #1)	Robin Cook	3.95	45372	1344166275s/259538	259538.Outbreak
For a Few Demons More (The Hollows, #5)	Kim Harrison	4.33	45351	1319592584s/30259	30259.For_a_Few_Demons_More
Cut	Patricia McCormick	3.75	45336	1348218940s/662597	662597.Cut
New Spring (Wheel of Time, #0)	Robert Jordan	3.97	45319	1328959234s/187065	187065.New_Spring
The Bourne Ultimatum (Jason Bourne, #3)	Robert Ludlum	4.03	45300	1408928937s/31259	31259.The_Bourne_Ultimatum
My Side of the Mountain (Mountain, #1)	Jean Craighead George	4.02	45300	1388204221s/41667	41667.My_Side_of_the_Mountain
Less Than Zero	Bret Easton Ellis	3.58	45266	1443060100s/9915	9915.Less_Than_Zero
Jude the Obscure	Thomas Hardy	3.79	45266	1389403264s/50798	50798.Jude_the_Obscure
Pyramids (Discworld, #7)	Terry Pratchett	3.87	45233	1439098306s/64217	64217.Pyramids
Open	Andre Agassi	4.14	45223	1320520930s/6480781	6480781-open
A Passage to India	E.M. Forster	3.65	45219	1421883612s/45195	45195.A_Passage_to_India
The 5th Horseman (Women's Murder Club, #5)	James Patterson	4.02	45187	1396631487s/21445	21445.The_5th_Horseman
A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3 part 1)	George R.R. Martin	4.49	45187	1388319046s/11604911	11604911-a-storm-of-swords
Een storm van zwaarden: Staal en sneeuw (Het Lied van IJs en Vuur #3, deel 1 van 2)	George R.R. Martin	4.49	45187	1372773963s/3046106	3046106-een-storm-van-zwaarden
A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3, Part 1 of 2)	George R.R. Martin	4.49	45187	1358529326s/11734301	11734301-a-storm-of-swords
A Storm of Swords: Steel and Snow (A Song of Ice and Fire #3, Part 1 of 2)	George R.R. Martin	4.49	45187	1353235205s/768889	768889.A_Storm_of_Swords
Open House	Elizabeth Berg	3.67	45134	1388206007s/5190	5190.Open_House
Soul Music (Discworld, #16; Death, #3)	Terry Pratchett	4	45125	1168566175s/34502	34502.Soul_Music
Undead and Unwed (Undead, #1)	MaryJanice Davidson	3.81	45046	1298768655s/421129	421129.Undead_and_Unwed
Pop Goes the Weasel (Alex Cross #5)	James Patterson	3.97	45028	1409590172s/13143	13143.Pop_Goes_the_Weasel
The Transfer (Divergent, #0.1)	Veronica Roth	4.21	45019	1420493627s/18080920	18080920-the-transfer
The Cask of Amontillado	Edgar Allan Poe	4.09	45012	1327936575s/261240	261240.The_Cask_of_Amontillado
Identical	Ellen Hopkins	4.34	44989	1349875877s/7775706	7775706-identical
Lords and Ladies (Discworld, #14; Witches #4)	Terry Pratchett	4.12	44933	1392075595s/34529	34529.Lords_and_Ladies
When the Bough Breaks (Alex Delaware, #1)	Jonathan Kellerman	4	44929	1390256869s/185911	185911.When_the_Bough_Breaks
The Sandman, Vol. 4: Season of Mists (The Sandman, #4)	Neil Gaiman	4.54	44925	1327937313s/25101	25101.The_Sandman_Vol_4
The Peach Keeper	Sarah Addison Allen	3.84	44887	1320549305s/8546358	8546358-the-peach-keeper
Some Girls Bite (Chicagoland Vampires, #1)	Chloe Neill	4.02	44878	1441402786s/4447622	4447622-some-girls-bite
Something About You (FBI/US Attorney, #1)	Julie James	3.94	44877	1327933063s/6642402	6642402-something-about-you
A Raisin in the Sun	Lorraine Hansberry	3.69	44855	1165522672s/5517	5517.A_Raisin_in_the_Sun
Moonwalking with Einstein: The Art and Science of Remembering Everything	Joshua Foer	3.83	44840	1347705105s/6346975	6346975-moonwalking-with-einstein
Endurance: Shackleton's Incredible Voyage	Alfred Lansing	4.34	44802	1391329559s/139069	139069.Endurance
Suite FranÃƒÂ§aise	IrÃƒÂ¨ne NÃƒÂ©mirovsky	3.8	44800	1320445773s/43944	43944.Suite_Fran_aise
Emotional Intelligence: Why It Can Matter More Than IQ	Daniel Goleman	3.96	44799	1388185411s/26329	26329.Emotional_Intelligence
The Omen	David Seltzer	3.97	44797	1421963974s/226162	226162.The_Omen
A Thousand Acres	Jane Smiley	3.78	44797	1388197504s/41193	41193.A_Thousand_Acres
Total verliebt (Together Forever, #1)	Monica  Murphy	3.96	44737	1416478816s/23592287	23592287-total-verliebt
One Week Girlfriend (One Week Girlfriend, #1)	Monica  Murphy	3.96	44737	1361553462s/17202452	17202452-one-week-girlfriend
Falling into You (Falling, #1)	Jasinda Wilder	4.06	44692	1363055080s/17448960	17448960-falling-into-you
Without Remorse (Jack Ryan Universe, #1)	Tom Clancy	4.14	44680	1310082706s/19668	19668.Without_Remorse
Travels with Charley: In Search of America	John Steinbeck	4.06	44665	1386924381s/5306	5306.Travels_with_Charley
The Litigators	John Grisham	3.74	44655	1333577124s/13135819	13135819-the-litigators
Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)	R.A. Salvatore	4.26	44626	1388223419s/50027	50027.Homeland
Bring Up the Bodies (Thomas Cromwell, #2)	Hilary Mantel	4.25	44590	1330649655s/13507212	13507212-bring-up-the-bodies
On Chesil Beach	Ian McEwan	3.52	44561	1436962381s/815309	815309.On_Chesil_Beach
The Paying Guests	Sarah Waters	3.38	44548	1396671788s/20821087	20821087-the-paying-guests
Anne's House of Dreams (Anne of Green Gables, #5)	L.M. Montgomery	4.12	44538	1442471048s/77394	77394.Anne_s_House_of_Dreams
Black Like Me	John Howard Griffin	4.11	44522	1311696842s/42603	42603.Black_Like_Me
All That Remains (Kay Scarpetta, #3)	Patricia Cornwell	4.03	44439	1341835948s/232123	232123.All_That_Remains
Emotional Intelligence 2.0	Travis Bradberry	3.77	44428	1328765863s/6486483	6486483-emotional-intelligence-2-0
The Complete Works	William Shakespeare	4.49	44399	1327884293s/569564	569564.The_Complete_Works
Ghost World	Daniel Clowes	3.88	44384	1327894702s/62953	62953.Ghost_World
Die for Me (Revenants, #1)	Amy Plum	4.01	44332	1358427893s/9462812	9462812-die-for-me
Von der Nacht verzaubert (Die for Me, #1)	Amy Plum	4.01	44332	1331547776s/13187961	13187961-von-der-nacht-verzaubert
The Death of Ivan Ilyich	Leo Tolstoy	4.01	44320	1407462195s/160374	160374.The_Death_of_Ivan_Ilyich
The Death of Ivan Ilych	Leo Tolstoy	4.01	44320	1336967150s/18386	18386.The_Death_of_Ivan_Ilych
This Side of the Grave (Night Huntress, #5)	Jeaniene Frost	4.29	44296	1282659107s/6871617	6871617-this-side-of-the-grave
Scott Pilgrim Vs. the World (Scott Pilgrim, #2)	Bryan Lee O'Malley	4.23	44260	1348115004s/29801	29801.Scott_Pilgrim_Vs_the_World
The Woods	Harlan Coben	4.03	44233	1439523356s/43931	43931.The_Woods
A Christmas Carol, The Chimes and The Cricket on the Hearth	Charles Dickens	4.1	44224	1424149988s/169848	169848.A_Christmas_Carol_The_Chimes_and_The_Cricket_on_the_Hearth
The Outlaw Demon Wails (The Hollows, #6)	Kim Harrison	4.38	44217	1434582373s/1225621	1225621.The_Outlaw_Demon_Wails
Saturday	Ian McEwan	3.6	44210	1431501825s/5015	5015.Saturday
Pigs in Heaven	Barbara Kingsolver	3.96	44191	1347616121s/14250	14250.Pigs_in_Heaven
Thud! (Discworld, #34; City Watch #7)	Terry Pratchett	4.27	44155	1320495268s/62530	62530.Thud_
Consider Phlebas (Culture, #1)	Iain M. Banks	3.84	44153	1327951890s/8935689	8935689-consider-phlebas
L'inconfondibile tristezza della torta al limone	Aimee Bender	3.18	44140	1414859474s/12933151	12933151-l-inconfondibile-tristezza-della-torta-al-limone
The Particular Sadness of Lemon Cake	Aimee Bender	3.18	44140	1320541766s/7048800	7048800-the-particular-sadness-of-lemon-cake
Pines (Wayward Pines, #1)	Blake Crouch	3.86	44126	1345737317s/15844683	15844683-pines
The Confession	John Grisham	3.79	44079	1320541779s/7933437	7933437-the-confession
Fingersmith	Sarah Waters	4.01	44054	1406506683s/8913370	8913370-fingersmith
The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)	Rick Riordan	4.28	44048	1434701340s/15724396	15724396-the-sword-of-summer
The Iliad/The Odyssey	Homer	4.02	44003	1388181863s/1375	1375.The_Iliad_The_Odyssey
Brooklyn	Colm TÃƒÂ³ibÃƒÂ­n	3.62	43951	1328312621s/6411014	6411014-brooklyn
Trickster's Queen (Daughter of the Lioness, #2)	Tamora Pierce	4.27	43934	1388188723s/153780	153780.Trickster_s_Queen
Esperanza Rising	Pam MuÃƒÂ±oz Ryan	3.88	43901	1328869043s/89763	89763.Esperanza_Rising
Liar's Poker	Michael Lewis	4.13	43875	1388204660s/1171	1171.Liar_s_Poker
Acheron (Dark-Hunter #14)	Sherrilyn Kenyon	4.59	43868	1437687512s/2299110	2299110.Acheron
