title	author	avg_rating	ratings	img	url
ThÃƒÂ©rÃƒÂ¨se Raquin	Ãƒâ€°mile Zola	3.7	11719	1282318692s/110871	110871.Th_r_se_Raquin
The Final Detail (Myron Bolitar, #6)	Harlan Coben	3.99	11718	1300230473s/372384	372384.The_Final_Detail
The Gift	Danielle Steel	3.89	11717	1403190508s/59836	59836.The_Gift
Winter Moon	Dean Koontz	3.76	11714	1347808490s/268559	268559.Winter_Moon
Gentle Warrior	Julie Garwood	4.07	11708	1394990716s/107792	107792.Gentle_Warrior
Beachcombers	Nancy Thayer	3.76	11703	1320411983s/7010683	7010683-beachcombers
Heart of the Dragon (Atlantis, #1)	Gena Showalter	3.94	11700	1388655784s/476494	476494.Heart_of_the_Dragon
Reckless (Mirrorworld, #1)	Cornelia Funke	3.72	11700	1274650443s/7823592	7823592-reckless
The Invaders (Brotherband Chronicles, #2)	John Flanagan	4.4	11699	1327983041s/13003565	13003565-the-invaders
The Naked God (Night's Dawn, #3)	Peter F. Hamilton	4.19	11698	1316548289s/45260	45260.The_Naked_God
Home	Toni Morrison	3.69	11693	1333576666s/13152998	13152998-home
The Children's Book	A.S. Byatt	3.65	11692	1320548114s/6280379	6280379-the-children-s-book
A Night to Remember	Walter Lord	3.99	11688	1440174850s/61834	61834.A_Night_to_Remember
Back on Blossom Street (Blossom Street, #4)	Debbie Macomber	4.13	11688	1388527774s/366337	366337.Back_on_Blossom_Street
Ceremony	Leslie Marmon Silko	3.71	11685	1442880122s/588234	588234.Ceremony
Turn of Mind	Alice LaPlante	3.65	11685	1320547877s/9639197	9639197-turn-of-mind
Unbreak Me (Splintered Hearts, #1)	Lexi Ryan	4.06	11684	1367294817s/17841451	17841451-unbreak-me
The Renegade Hunter (Argeneau #12; Rogue Hunter #3)	Lynsay Sands	4.31	11684	1351281084s/6239025	6239025-the-renegade-hunter
Mortal Engines (The Hungry City Chronicles, #1)	Philip Reeve	3.98	11683	1352173057s/287861	287861.Mortal_Engines
All Tomorrow's Parties (Bridge, #3)	William Gibson	3.87	11681	1420821255s/22321	22321.All_Tomorrow_s_Parties
Ã˜Â§Ã™â€žÃ™â€ Ã˜Â¨Ã˜Â·Ã™Å 	Ã™Å Ã™Ë†Ã˜Â³Ã™Â Ã˜Â²Ã™Å Ã˜Â¯Ã˜Â§Ã™â€ 	3.43	11679	1289296320s/9666241	9666241
River of Blue Fire (Otherland, #2)	Tad Williams	3.99	11673	1309992269s/10084	10084.River_of_Blue_Fire
Dawn (Xenogenesis, #1)	Octavia E. Butler	4.09	11672	1388290339s/60929	60929.Dawn
The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)	R.A. Salvatore	4.27	11669	1442601703s/62485	62485.The_Icewind_Dale_Trilogy_Collector_s_Edition
One Night That Changes Everything (One Night That Changes Everything #1)	Lauren Barnholdt	3.82	11667	1348249047s/7111552	7111552-one-night-that-changes-everything
Honest Illusions	Nora Roberts	3.98	11667	1309212906s/114130	114130.Honest_Illusions
Dies the Fire (Emberverse, #1)	S.M. Stirling	3.92	11665	1414175443s/116445	116445.Dies_the_Fire
Man and His Symbols	C.G. Jung	4.17	11665	1327336291s/123632	123632.Man_and_His_Symbols
The Endurance: Shackleton's Legendary Antarctic Expedition	Caroline Alexander	4.31	11664	1320487170s/537375	537375.The_Endurance
Stormy Weather	Carl Hiaasen	3.94	11661	1435608425s/13061	13061.Stormy_Weather
The Beatles Anthology	The Beatles	4.38	11660	1387720608s/676555	676555.The_Beatles_Anthology
Un mal souterrain (HantÃƒÂ©e, #2)	Maureen Johnson	3.88	11658	1365821025s/17794534	17794534-un-mal-souterrain
The Madness Underneath (Shades of London, #2)	Maureen Johnson	3.88	11658	1345810446s/15721638	15721638-the-madness-underneath
Many Bloody Returns	Charlaine Harris	3.7	11657	1436104614s/140098	140098.Many_Bloody_Returns
Deep Down (Jack Reacher, #16.5)	Lee Child	3.84	11654	1373921650s/15738951	15738951-deep-down
Independence Day	Richard Ford	3.85	11652	1166501473s/12374	12374.Independence_Day
The Shadowy Horses	Susanna Kearsley	3.9	11651	1428617658s/961831	961831.The_Shadowy_Horses
Big Fish	Daniel Wallace	3.64	11651	1348134701s/129984	129984.Big_Fish
The Miracle of Mindfulness: An Introduction to the Practice of Meditation	Thich Nhat Hanh	4.27	11651	1320448079s/95747	95747.The_Miracle_of_Mindfulness
Secrets of My Hollywood Life (Secrets of My Hollywood Life, #1)	Jen Calonita	3.72	11642	1391992981s/196549	196549.Secrets_of_My_Hollywood_Life
I Am the Cheese	Robert Cormier	3.73	11642	1170356988s/48974	48974.I_Am_the_Cheese
The Gods of Mars (Barsoom #2)	Edgar Rice Burroughs	3.85	11641	1388707546s/11489016	11489016-the-gods-of-mars
The Gods of Mars (Barsoom, #2)	Edgar Rice Burroughs	3.85	11641	1348188943s/841973	841973.The_Gods_of_Mars
Payment in Blood (Inspector Lynley, #2)	Elizabeth  George	4	11640	1388311712s/31372	31372.Payment_in_Blood
The Burning Wire (Lincoln Rhyme, #9)	Jeffery Deaver	4.03	11638	1441925165s/7099389	7099389-the-burning-wire
Promised (Birthmarked, #3)	Caragh M. O'Brien	3.78	11638	1330546217s/13010211	13010211-promised
The Pox Party (The Astonishing Life of Octavian Nothing, Traitor to the Nation #1)	M.T. Anderson	3.49	11637	1327870278s/169762	169762.The_Pox_Party
The Rent Collector	Camron Wright	4.23	11627	1340468685s/13628812	13628812-the-rent-collector
Uncle Vanya	Anton Chekhov	3.84	11626	1443337895s/231560	231560.Uncle_Vanya
The Everafter War (The Sisters Grimm, #7)	Michael Buckley	4.32	11625	1388278230s/4769651	4769651-the-everafter-war
Capital in the Twenty-First Century	Thomas Piketty	3.98	11620	1390111547s/18736925	18736925-capital-in-the-twenty-first-century
Unseen (Will Trent, #7)	Karin Slaughter	4.15	11619	1438878344s/18041979	18041979-unseen
Middle School: The Worst Years of My Life (Midde School, #1)	James Patterson	3.99	11612	1388184921s/9798177	9798177-middle-school
Glow (Sky Chasers, #1)	Amy Kathleen Ryan	3.54	11610	1312847982s/10174795	10174795-glow
Flag in Exile (Honor Harrington, #5)	David Weber	4.21	11609	1321561696s/77738	77738.Flag_in_Exile
The Making of the Atomic Bomb	Richard Rhodes	4.3	11608	1440621221s/16884	16884.The_Making_of_the_Atomic_Bomb
The Hand of Oberon	Roger Zelazny	4.19	11607	1417644788s/116982	116982.The_Hand_of_Oberon
The Darkest Fire (Lords of the Underworld #0.5)	Gena Showalter	3.88	11605	1344705238s/3375897	3375897-the-darkest-fire
From Rags	Suzanne Wright	3.93	11605	1331458786s/13524900	13524900-from-rags
Rose Under Fire (Code Name Verity, #2)	Elizabeth Wein	4.11	11604	1368219053s/17262236	17262236-rose-under-fire
Embraced By Darkness (Riley Jenson Guardian #5)	Keri Arthur	4.18	11602	1406928459s/189360	189360.Embraced_By_Darkness
Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living	Nick Offerman	3.59	11601	1381833656s/18670450	18670450-paddle-your-own-canoe
El general en su laberinto	Gabriel GarcÃƒÂ­Ã‚Â­a MÃƒÂ¡rquez	3.66	11600	1420067634s/24236402	24236402-el-general-en-su-laberinto
The General in His Labyrinth	Gabriel GarcÃƒÂ­Ã‚Â­a MÃƒÂ¡rquez	3.66	11600	1361537151s/23884	23884.The_General_in_His_Labyrinth
The Many Lives & Secret Sorrows of Josephine B. (Josephine Bonaparte, #1)	Sandra Gulland	4.1	11600	1355931779s/70287	70287.The_Many_Lives_Secret_Sorrows_of_Josephine_B_
The Odd Couple	Neil Simon	4.01	11600	1347953468s/450573	450573.The_Odd_Couple
Say What You Will	Cammie McGovern	3.73	11599	1392738015s/18599754	18599754-say-what-you-will
Perfect for You (Laurel Heights, #1)	Kate Perry	3.81	11596	1351661411s/13562664	13562664-perfect-for-you
A Kiss at Midnight (Fairy Tales, #1)	Eloisa James	3.81	11596	1294044185s/6957682	6957682-a-kiss-at-midnight
The It Girl (It Girl, #1)	Cecily von Ziegesar	3.66	11590	1344263385s/561403	561403.The_It_Girl
The Lightning Thief: The Graphic Novel (Percy Jackson and the Olympians, #1)	Rick Riordan	3.94	11589	1347899366s/7736086	7736086-the-lightning-thief
Poughkeepsie (Poughkeepsie Brotherhood, #1)	Debra Anastasia	3.92	11587	1415005938s/13038680	13038680-poughkeepsie
Say You're One of Them	Uwem Akpan	3.48	11587	1266709325s/2296567	2296567.Say_You_re_One_of_Them
Nero (Made Men, #1)	Sarah Brianne	4.14	11586	1403912134s/22596462	22596462-nero
The MacGregor Brides (MacGregors, #6)	Nora Roberts	4.07	11585	1212097331s/114211	114211.The_MacGregor_Brides
One Step Behind (Wallander, #7)	Henning Mankell	4.07	11584	1169315340s/39799	39799.One_Step_Behind
Wicca: A Guide for the Solitary Practitioner	Scott Cunningham	4	11580	1347491489s/180930	180930.Wicca
All These Things I've Done (Birthright, #1)	Gabrielle Zevin	3.72	11571	1442958319s/9858517	9858517-all-these-things-i-ve-done
Pastwatch: The Redemption of Christopher Columbus	Orson Scott Card	3.96	11571	1431529811s/40293	40293.Pastwatch
God Bless You, Dr. Kevorkian	Kurt Vonnegut	3.84	11567	1388428899s/4986	4986.God_Bless_You_Dr_Kevorkian
Damaged: The Heartbreaking True Story of a Forgotten Child	Cathy Glass	4.18	11565	1387663606s/392431	392431.Damaged
Alcatraz Versus the Evil Librarians (Alcatraz, #1)	Brandon Sanderson	3.87	11565	1332516621s/623976	623976.Alcatraz_Versus_the_Evil_Librarians
Everything Leads to You	Nina LaCour	3.86	11562	1389744233s/18667779	18667779-everything-leads-to-you
The Temptation of Lila and Ethan (The Secret, #3)	Jessica Sorensen	4.1	11562	1378836391s/16055479	16055479-the-temptation-of-lila-and-ethan
The White Lioness (Wallander, #3)	Henning Mankell	3.83	11561	1169315341s/39801	39801.The_White_Lioness
The Breadwinner (The Breadwinner, #1)	Deborah Ellis	3.92	11556	1422033249s/828015	828015.The_Breadwinner
Lorna Doone	R.D. Blackmore	3.69	11556	1299346797s/73960	73960.Lorna_Doone
The Complete Poems	Anne Sexton	4.27	11551	1425271044s/47730	47730.The_Complete_Poems
Martin Chuzzlewit	Charles Dickens	3.82	11551	1334392783s/1990	1990.Martin_Chuzzlewit
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food	Mark Bittman	4.07	11550	1390927101s/1587362	1587362.How_to_Cook_Everything_Vegetarian
The Left Hand of God (The Left Hand of God, #1)	Paul  Hoffman	3.66	11550	1257742712s/7116709	7116709-the-left-hand-of-god
Sign of the Unicorn (The Chronicles of Amber #3)	Roger Zelazny	4.15	11547	1368213756s/239917	239917.Sign_of_the_Unicorn
I Like It Like That (Gossip Girl, #5)	Cecily von Ziegesar	3.61	11546	1388248457s/47924	47924.I_Like_It_Like_That
Arouse (Spiral of Bliss, #1)	Nina Lane	4.06	11546	1357162798s/17204350	17204350-arouse
Someone to Watch Over Me (Bow Street Runners, #1)	Lisa Kleypas	3.82	11546	1298514336s/353937	353937.Someone_to_Watch_Over_Me
The Temple of My Familiar	Alice Walker	4.04	11545	1170553835s/60937	60937.The_Temple_of_My_Familiar
Small Steps (Holes, #2)	Louis Sachar	3.67	11543	1390281380s/38703	38703.Small_Steps
Percy Jackson and the Sword of Hades (Percy Jackson and the Olympians, #4.5)	Rick Riordan	4.28	11542	1327349413s/4837112	4837112-percy-jackson-and-the-sword-of-hades
Loving What Is: Four Questions That Can Change Your Life	Byron Katie	4.15	11540	1388258105s/9762	9762.Loving_What_Is
The Devotion of Suspect X: A Detective Galileo Novel	Keigo Higashino	3.98	11540	1327093995s/12011902	12011902-the-devotion-of-suspect-x
The Devotion of Suspect X	Keigo Higashino	3.98	11540	1312051518s/8686068	8686068-the-devotion-of-suspect-x
Skinned (Cold Awakening, #1)	Robin Wasserman	3.53	11537	1327949389s/2791536	2791536-skinned
Close Your Eyes, Hold Hands	Chris Bohjalian	3.59	11532	1392355248s/18666006	18666006-close-your-eyes-hold-hands
The Unwritten Rule	Elizabeth Scott	3.66	11523	1348943446s/6589111	6589111-the-unwritten-rule
Vision of the Future (Star Wars: The Hand of Thrawn, #2)	Timothy Zahn	4.04	11520	1328289436s/77786	77786.Vision_of_the_Future
EstaciÃƒÂ³n de TrÃƒÂ¡nsito	Clifford D. Simak	4.02	11520	1313244538s/12366808	12366808-estaci-n-de-tr-nsito
Area 7 (Shane Schofield, #2)	Matthew Reilly	4.07	11519	1388185761s/144793	144793.Area_7
Hellblazer: Original Sins	Jamie Delano	4.09	11518	1347360733s/133017	133017.Hellblazer
Fated (Alex Verus, #1)	Benedict Jacka	3.88	11516	1330906653s/11737387	11737387-fated
The Girl with No Shadow (Chocolat, #2)	Joanne Harris	3.79	11514	1437862062s/2227371	2227371.The_Girl_with_No_Shadow
Star Wars - Episode IV: A New Hope	Alan Dean Foster	4.07	11514	1408936775s/599090	599090.Star_Wars_Episode_IV
Outcast (Warriors: Power of Three, #3)	Erin Hunter	4.24	11506	1388179395s/2237117	2237117.Outcast
Martin Eden	Jack London	4.35	11496	1344411175s/929782	929782.Martin_Eden
Brawn (New Species, #5)	Laurann Dohner	4.23	11492	1323208351s/13107655	13107655-brawn
Must Love Hellhounds (Sookie Stackhouse #9.2; Guild Hunter #0.5; Kate Daniels #3.5; The Guardians #5.5)	Charlaine Harris	3.87	11491	1388899505s/6286042	6286042-must-love-hellhounds
Saved (Wanted, #2)	Kelly Elliott	4.3	11489	1359210562s/16207939	16207939-saved
All Clear (All Clear, #2)	Connie Willis	4.05	11488	1320549311s/7519231	7519231-all-clear
SpiderÃ¢â‚¬â„¢s Revenge (Elemental Assassin, #5)	Jennifer Estep	4.2	11488	1304429856s/10290243	10290243-spider-s-revenge
Confessions of a Jane Austen Addict (Jane Austen Addict, #1)	Laurie Viera Rigler	3.18	11483	1442961497s/548739	548739.Confessions_of_a_Jane_Austen_Addict
True Love and Other Disasters (Chinooks Hockey Team #4)	Rachel Gibson	4.05	11483	1301065826s/5841487	5841487-true-love-and-other-disasters
A Corner of the Universe	Ann M. Martin	4.05	11482	1400681323s/65070	65070.A_Corner_of_the_Universe
The Immortal Hunter (Argeneau #11; Rogue Hunter #2)	Lynsay Sands	4.21	11481	1388260965s/3942622	3942622-the-immortal-hunter
Gossamer	Lois Lowry	3.87	11473	1410801709s/12931	12931.Gossamer
Keys to the Repository (Blue Bloods, #4.5)	Melissa de la Cruz	3.71	11469	1422103000s/7031834	7031834-keys-to-the-repository
Bonded (Law of the Lycans, #1)	Nicky Charles	4.17	11467	1415752827s/13392925	13392925-bonded
Savages (Savages #2)	Don Winslow	3.83	11463	1368577399s/8008928	8008928-savages
Savages	Don Winslow	3.83	11463	1344397231s/9378699	9378699-savages
The Twelve Caesars	Suetonius	4.04	11462	1347187766s/29022	29022.The_Twelve_Caesars
Dial L for Loser (The Clique, #6)	Lisi Harrison	3.81	11459	1441395661s/261161	261161.Dial_L_for_Loser
There is No Light in Darkness (Darkness, #1)	Claire Contreras	4.13	11453	1355190153s/16304482	16304482-there-is-no-light-in-darkness
Can't Help Falling in Love (The Sullivans, #3)	Bella Andre	4.19	11453	1322808857s/12545444	12545444-can-t-help-falling-in-love
The 13Ã‚Â½ Lives of Captain Bluebear (Zamonia, #1)	Walter Moers	4.18	11450	1388176963s/62032	62032.The_13_Lives_of_Captain_Bluebear
Die 13Ã‚Â½ Leben des KÃƒÂ¤pt'n BlaubÃƒÂ¤r (Zamonien, #1)	Walter Moers	4.18	11450	1328569113s/62034	62034.Die_13_Leben_des_K_pt_n_Blaub_r
Sometimes It Happens	Lauren Barnholdt	3.85	11446	1347887524s/9757266	9757266-sometimes-it-happens
The High King's Tomb (Green Rider, #3)	Kristen Britain	4.21	11445	1347765847s/147842	147842.The_High_King_s_Tomb
The Seventh Scroll (Ancient Egypt, #2)	Wilbur Smith	4.08	11442	1438003865s/416580	416580.The_Seventh_Scroll
Black List (Scot Harvath, #11)	Brad Thor	4.18	11441	1339809055s/13117308	13117308-black-list
The Ghost Bride	Yangsze Choo	3.73	11439	1356671808s/16248223	16248223-the-ghost-bride
Origin (Corpus, #1)	Jessica Khoury	3.89	11439	1346121755s/13455112	13455112-origin
13 to Life (13 to Life, #1)	Shannon Delany	3.82	11437	1406937624s/7230309	7230309-13-to-life
The Ideal Man (Buchanan-Renard, #9)	Julie Garwood	3.9	11435	1390193771s/9647908	9647908-the-ideal-man
The Runaway Queen (The Bane Chronicles, #2)	Cassandra Clare	3.74	11432	1368749949s/17334068	17334068-the-runaway-queen
Possessing the Secret of Joy	Alice Walker	4.05	11432	1170553834s/60935	60935.Possessing_the_Secret_of_Joy
The Woman in the Dunes	KÃ…ÂbÃ…Â Abe	3.9	11430	1361254930s/9998	9998.The_Woman_in_the_Dunes
The Cold Moon (Lincoln Rhyme, #7)	Jeffery Deaver	4.03	11422	1437226585s/93808	93808.The_Cold_Moon
Immortal City (Immortal City, #1)	Scott Speer	4.01	11422	1321559562s/11443325	11443325-immortal-city
The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom	Jonathan Haidt	4.1	11419	1348779688s/96884	96884.The_Happiness_Hypothesis
Pastoralia	George Saunders	4.12	11418	1442535823s/331690	331690.Pastoralia
Relativity: The Special and the General Theory	Albert Einstein	4.16	11418	1420607613s/15852	15852.Relativity
A Walk Across the Sun	Corban Addison	4.14	11416	1328767745s/11469379	11469379-a-walk-across-the-sun
The Last Full Measure (The civil war trilogy, #3)	Jeff Shaara	4.21	11413	1331939776s/29923	29923.The_Last_Full_Measure
How to Read Literature Like a Professor	Thomas C. Foster	3.63	11410	1438909162s/39933	39933.How_to_Read_Literature_Like_a_Professor
The Ear, the Eye, and the Arm	Nancy Farmer	3.84	11409	1348531082s/633270	633270.The_Ear_the_Eye_and_the_Arm
Death at La Fenice (Commissario Brunetti, #1)	Donna Leon	3.81	11408	1441466744s/68099	68099.Death_at_La_Fenice
The Knowledge of the Holy	A.W. Tozer	4.37	11407	1411484750s/666758	666758.The_Knowledge_of_the_Holy
The Artemis Fowl Files (Artemis Fowl, #0.5, #1.5)	Eoin Colfer	3.74	11406	1395359876s/114956	114956.The_Artemis_Fowl_Files
Girl, Stolen	April Henry	3.97	11405	1316730155s/7906105	7906105-girl-stolen
The Wandering Fire (The Fionavar Tapestry, #2)	Guy Gavriel Kay	4.11	11403	1389962006s/104088	104088.The_Wandering_Fire
Bruiser	Neal Shusterman	4.05	11403	1318261800s/1931915	1931915.Bruiser
Laid Bare (Brown Siblings, #1)	Lauren Dane	3.93	11402	1388248193s/6100797	6100797-laid-bare
Pirates!	Celia Rees	3.82	11402	1316638198s/143727	143727.Pirates_
Stars Above (The Lunar Chronicles, #4.5)	Marissa Meyer	4.37	11400	1454218576s/25689074	25689074-stars-above
Batman: Hush, Vol. 2	Jeph Loeb	4.24	11399	1460914478s/107021	107021.Batman
Edensor (Tetralogi Laskar Pelangi, #3)	Andrea Hirata	4.05	11397	1314116649s/1464757	1464757.Edensor
Parallel Worlds: A Journey Through Creation, Higher Dimensions, and the Future of the Cosmos	Michio Kaku	4.16	11395	1435244003s/33418	33418.Parallel_Worlds
The Two Swords (Forgotten Realms: Hunter's Blades, #3; Legend of Drizzt, #16)	R.A. Salvatore	4.16	11392	1390694377s/66676	66676.The_Two_Swords
Prophet	Frank E. Peretti	3.92	11391	1388474537s/8492	8492.Prophet
The Books of Magic	Neil Gaiman	4.07	11391	1367303662s/17727	17727.The_Books_of_Magic
The Crimson Campaign (The Powder Mage, #2)	Brian  McClellan	4.35	11391	1363102695s/17608111	17608111-the-crimson-campaign
Escaping Reality (The Secret Life of Amy Bensen, #1)	Lisa Renee Jones	4.1	11389	1364119391s/17671483	17671483-escaping-reality
Splendid (The Splendid Trilogy, #1)	Julia Quinn	3.94	11389	1274212629s/110382	110382.Splendid
Delicious (Wicked Lovers, #3)	Shayla Black	4.18	11387	1437681687s/6589490	6589490-delicious
Hornet Flight	Ken Follett	3.8	11386	1309202400s/92375	92375.Hornet_Flight
Tantalize (Tantalize, #1)	Cynthia Leitich Smith	3.28	11384	1430626302s/353016	353016.Tantalize
The Whistling Season	Ivan Doig	3.99	11383	1441691915s/262545	262545.The_Whistling_Season
S.	J.J. Abrams	3.81	11383	1378767595s/17860739	17860739-s
The Christmas Train	David Baldacci	3.54	11383	1354941481s/126185	126185.The_Christmas_Train
The Unabridged Journals of Sylvia Plath	Sylvia Plath	4.28	11382	1442119416s/11623	11623.The_Unabridged_Journals_of_Sylvia_Plath
The Last Enchantment (Arthurian Saga, #3)	Mary Stewart	4.14	11380	1424822551s/64105	64105.The_Last_Enchantment
Metamorphosis (Book Boyfriend, #1)	Erin Noelle	4.18	11376	1357746927s/16300116	16300116-metamorphosis
How to Marry a Marquis (Agents of the Crown, #2)	Julia Quinn	4.01	11372	1416451714s/110397	110397.How_to_Marry_a_Marquis
Spell Bound (Otherworld, #12)	Kelley Armstrong	4.21	11372	1292864599s/7797032	7797032-spell-bound
Fear and Trembling	SÃƒÂ¸ren Kierkegaard	4.01	11371	1309286516s/24965	24965.Fear_and_Trembling
The Ghost Road (Regeneration, #3)	Pat Barker	4.11	11364	1441850690s/151926	151926.The_Ghost_Road
Life Together: The Classic Exploration of Christian Community	Dietrich Bonhoeffer	4.3	11362	1348872732s/174845	174845.Life_Together
Dawn on a Distant Shore (Wilderness, #2)	Sara Donati	4.19	11356	1403186902s/820956	820956.Dawn_on_a_Distant_Shore
My Life with the Walter Boys (My Life with the Walter Boys #1)	Ali Novak	3.96	11353	1392909239s/13580846	13580846-my-life-with-the-walter-boys
Stupeur et tremblements	AmÃƒÂ©lie Nothomb	3.72	11353	1336069300s/71458	71458.Stupeur_et_tremblements
Armageddon's Children (Genesis of Shannara, #1)	Terry Brooks	4.08	11348	1388198012s/15549	15549.Armageddon_s_Children
Shadowspell (Faeriewalker, #2)	Jenna Black	4.01	11344	1442899334s/8161632	8161632-shadowspell
The Angel (The Original Sinners, #2)	Tiffany Reisz	4.48	11339	1337044736s/13548075	13548075-the-angel
Tiger (New Species, #7)	Laurann Dohner	4.37	11333	1329262375s/13107666	13107666-tiger
Forever with Me (With Me in Seattle, #8)	Kristen Proby	4.31	11332	1412867660s/18590519	18590519-forever-with-me
Twist Me (Twist Me, #1)	Anna Zaires	4.1	11327	1456327585s/17676198	17676198-twist-me
The Dirty Life: On Farming, Food, and Love	Kristin Kimball	4.04	11326	1277929135s/7841677	7841677-the-dirty-life
Sinner (The Wolves of Mercy Falls, #4)	Maggie Stiefvater	3.97	11322	1386955513s/18406862	18406862-sinner
Wreck This Journal	Keri Smith	4.22	11322	1348003539s/428862	428862.Wreck_This_Journal
Genghis: Lords of the Bow (Conqueror, #2)	Conn Iggulden	4.29	11319	1388213209s/1632833	1632833.Genghis
Goodbye, Columbus and Five Short Stories	Philip Roth	3.87	11316	1408068287s/29744	29744.Goodbye_Columbus_and_Five_Short_Stories
Mackenzie's Mountain (Mackenzie Family, #1)	Linda Howard	4.2	11316	1360541387s/662323	662323.Mackenzie_s_Mountain
Beneath a Marble Sky	John Shors	3.99	11315	1442623817s/94672	94672.Beneath_a_Marble_Sky
Taj Mahal: Kisah Cinta Sejati	John Shors	3.99	11315	1208065755s/2716832	2716832-taj-mahal
EugÃƒÂ©nie Grandet	HonorÃƒÂ© de Balzac	3.79	11313	1388286601s/59142	59142.Eug_nie_Grandet
Planetary, Vol. 1: All Over the World and Other Stories	Warren Ellis	4.22	11312	1374683466s/209966	209966.Planetary_Vol_1
The Voyages of Doctor Dolittle (Doctor Dolittle, #2)	Hugh Lofting	3.99	11310	1173762814s/325416	325416.The_Voyages_of_Doctor_Dolittle
Don't Blink	James Patterson	3.78	11308	1328433484s/6987558	6987558-don-t-blink
Enticed (The Violet Eden Chapters, #2)	Jessica Shirvington	4.28	11307	1344645627s/9671126	9671126-enticed
I Heart You, You Haunt Me	Lisa Schroeder	3.83	11306	1327869714s/1832749	1832749.I_Heart_You_You_Haunt_Me
Anil's Ghost	Michael Ondaatje	3.52	11305	1386924095s/5942	5942.Anil_s_Ghost
Elixir (Elixir, #1)	Hilary Duff	3.55	11305	1327890787s/7844725	7844725-elixir
Darkest Fear (Myron Bolitar, #7)	Harlan Coben	4.01	11303	1388281596s/843162	843162.Darkest_Fear
In Search of SchrÃƒÂ¶dinger's Cat: Quantum Physics and Reality	John Gribbin	3.98	11301	1440464162s/513367	513367.In_Search_of_Schr_dinger_s_Cat
On Ugliness	Umberto Eco	3.87	11300	1320443510s/520738	520738.On_Ugliness
The Amateur Marriage	Anne Tyler	3.57	11298	1389486880s/15764	15764.The_Amateur_Marriage
Glorious Appearing: The End of Days (Left Behind, #12)	Tim LaHaye	3.95	11294	1402100211s/133767	133767.Glorious_Appearing
Tales from Earthsea (Earthsea Cycle, #5)	Ursula K. Le Guin	3.98	11292	1309202073s/13659	13659.Tales_from_Earthsea
The Analects	Confucius	3.82	11290	1309201523s/27297	27297.The_Analects
Drinking: A Love Story	Caroline Knapp	4.02	11286	1388202057s/73965	73965.Drinking
Dark Lord of Derkholm	Diana Wynne Jones	4.11	11286	1355961884s/47587	47587.Dark_Lord_of_Derkholm
The Double Helix	James D. Watson	3.87	11285	1384152213s/126061	126061.The_Double_Helix
Scarecrow (Shane Schofield, #3)	Matthew Reilly	4.2	11285	1316635676s/144789	144789.Scarecrow
I Let You Go	Clare Mackintosh	4.16	11284	1429875945s/23125266	23125266-i-let-you-go
The Great Railway Bazaar	Paul Theroux	3.92	11281	1440437557s/63689	63689.The_Great_Railway_Bazaar
Raven (Delirium, #2.5)	Lauren Oliver	3.91	11281	1355594049s/16089223	16089223-raven
Eventide	Kent Haruf	4.13	11281	1328313348s/6429101	6429101-eventide
Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)	Jinsei Kataoka	4.22	11274	1446490168s/6606855	6606855-deadman-wonderland-volume-1
Taggerung (Redwall, #14)	Brian Jacques	4.09	11272	1429977971s/7976	7976.Taggerung
Standing in the Rainbow (Elmwood Springs, #2)	Fannie Flagg	4	11269	1304980220s/31493	31493.Standing_in_the_Rainbow
Trust in Advertising	Victoria Michaels	3.9	11268	1356207477s/8599748	8599748-trust-in-advertising
The Witches of Eastwick (Eastwick, #1)	John Updike	3.29	11267	1355681807s/217518	217518.The_Witches_of_Eastwick
The Minority Report	Philip K. Dick	3.82	11265	1390719396s/581125	581125.The_Minority_Report
Wicked Cravings (The Phoenix Pack, #2)	Suzanne Wright	4.15	11261	1360962374s/16141092	16141092-wicked-cravings
Bloodlust (The Vampire Diaries: Stefan's Diaries, #2)	L.J. Smith	4.05	11260	1287687704s/8456124	8456124-bloodlust
About a Dragon (Dragon Kin, #2)	G.A. Aiken	4.24	11259	1327271392s/3295696	3295696-about-a-dragon
Dark Curse (Dark, #19)	Christine Feehan	4.3	11257	1408310342s/2444135	2444135.Dark_Curse
Tilt	Ellen Hopkins	4.19	11257	1346263814s/11133791	11133791-tilt
Strength in What Remains: A Journey of Remembrance and Forgiveness	Tracy Kidder	4.01	11256	1394335626s/6282334	6282334-strength-in-what-remains
When Darkness Comes (Guardians of Eternity, #1)	Alexandra Ivy	3.84	11256	1388212146s/72286	72286.When_Darkness_Comes
Third Girl (Hercule Poirot, #35)	Agatha Christie	3.59	11253	1295681324s/16332	16332.Third_Girl
Priestess of the White (Age of the Five, #1)	Trudi Canavan	3.83	11252	1410130842s/28248	28248.Priestess_of_the_White
Priester (Das Zeitalter der FÃƒÂ¼nf, #1)	Trudi Canavan	3.83	11252	1182624249s/1303864	1303864.Priester
The Staff of Serapis	Rick Riordan	4.33	11249	1397002787s/18752959	18752959-the-staff-of-serapis
Far from the Tree: Parents, Children, and the Search for Identity	Andrew Solomon	4.24	11245	1363008433s/13547504	13547504-far-from-the-tree
